symbol,b1_p,b1_v
300876,30.27,54
300834,-,-
300621,9.13,173
300546,17.84,95
300534,-,-
300464,8.32,405
300453,12.63,274
300431,-,-
300379,29.53,147
300372,-,-
300362,-,-
300356,3.35,896
300352,6.1,621
300312,2.8,978
300282,4.52,1062
300261,-,-
300252,8.92,650
300234,8.31,1556
300230,4.64,948
300216,-,-
300201,3.83,3800
300186,-,-
300176,6.67,435
300156,-,-
300149,13.8,44
300144,14.31,472
300143,14.12,190
300137,7.73,130
300116,2.45,35253
300104,-,-
300090,-,-
300050,4.78,335
300028,-,-
002966,6.76,2188
002936,3.16,771
002930,25.77,1
002889,27.04,63
002771,10.99,131
002766,-,-
002711,-,-
002683,-,-
002680,-,-
002666,5.53,602
002658,8.34,99
002638,-,-
002631,7.35,343
002626,31.33,55
002609,9.74,119
002604,-,-
002591,5.69,447
002579,10.3,387
002561,7.22,3
002524,9.17,1889
002522,7.09,3331
002520,10.4,547
002509,-,-
002504,1.8,99
002503,1.58,52262
002500,6.6,1145
002485,4.67,5773
002481,8.51,200
002477,-,-
002461,9.1,175
002450,-,-
002428,11.99,238
002396,23.56,585
002394,8.21,184
002359,-,-
002356,-,-
002341,5.5,1870
002323,-,-
002321,-,-
002267,7.36,2572
002260,-,-
002236,23.47,336
002220,-,-
002211,4.06,479
002143,-,-
002131,2.46,4587
002113,1.94,487
002108,7.82,114
002092,9.54,1239
002084,5.49,882
002071,-,-
002070,-,-
002033,6.21,287
002023,13.6,1366
002018,-,-
002015,16.46,395
001872,16.95,16
001234,-,-
001227,-,-
000979,-,-
000957,5.66,1854
000956,-,-
000939,-,-
000927,3.53,6892
000916,-,-
000912,6.25,1959
000900,4.22,766
000897,2.72,14913
000882,1.91,15557
000868,4.03,1959
000866,-,-
000832,-,-
000827,-,-
000817,-,-
000805,-,-
000787,-,-
000780,-,-
000769,-,-
000765,-,-
000763,-,-
000760,-,-
000759,5.0,480
000758,5.46,2465
000752,5.21,88
000751,3.87,5692
000748,-,-
000730,-,-
000709,2.45,14098
000701,5.41,259
000700,5.1,2417
000699,-,-
000693,-,-
000689,-,-
000675,-,-
000671,3.01,16456
000670,-,-
000669,2.59,1635
000662,-,-
000660,-,-
000658,-,-
000655,8.29,647
000653,-,-
000632,3.66,2043
000621,-,-
000620,1.97,3859
000618,-,-
000602,-,-
000594,-,-
000588,-,-
000585,2.05,570
000583,-,-
000578,-,-
000573,3.17,3374
000569,-,-
000563,3.23,88
000562,-,-
000556,-,-
000549,-,-
000542,-,-
000535,-,-
000527,-,-
000522,-,-
000518,3.62,1573
000515,-,-
000511,-,-
000508,-,-
000425,5.99,1963
000418,-,-
000412,-,-
000406,-,-
000405,-,-
000401,11.95,1620
000047,-,-
000033,-,-
000024,-,-
000018,-,-
000015,-,-
000013,-,-
000005,2.3,45
000003,-,-
002352,68.91,2
688559,59.71,97
688368,319.63,50
301075,38.9,119
601066,29.25,326
301093,52.2,19
300136,25.31,1598
002957,25.43,542
688081,25.1,193
603353,23.22,60
688766,354.61,2
300817,21.58,17
603515,20.75,109
000710,19.4,436
002156,19.42,1217
688156,19.55,36
300824,18.69,99
300183,18.23,87
002940,36.33,21
603068,53.55,24
688215,34.95,2
603936,17.2,433
605081,34.53,1
300779,17.24,14
605169,16.82,689
600897,16.56,25
300484,15.46,317
603529,45.57,181
601628,30.09,428
300351,14.83,10
300608,14.53,627
002119,14.42,225
603029,14.3,21
603408,14.19,247
600315,40.4,89
300205,13.36,202
300515,13.26,62
688208,79.4,214
000050,13.01,1038
688126,25.82,321
603610,25.85,12
600906,12.76,600
002657,12.6,350
688500,37.34,9
300456,24.56,397
003026,74.05,28
300938,48.9,45
300323,12.06,1090
300912,23.99,20
688359,58.66,46
002242,23.19,307
605066,11.62,368
300840,11.58,287
002313,11.4,59
601881,11.18,422
002194,10.84,25
003016,10.42,638
603036,10.05,74
603701,9.91,183
600834,9.96,578
000636,29.8,604
300227,9.83,289
300771,19.48,30
601336,38.87,203
603289,9.66,135
002180,47.76,105
002054,9.41,182
000663,9.17,249
002933,36.42,15
600360,9.07,2335
300123,9.06,779
603066,8.82,133
603648,8.86,24
601858,8.82,37
600731,8.58,3551
300965,68.66,28
603787,16.89,339
688398,50.5,8
300858,33.2,16
600888,8.27,869
002261,8.25,1377
300737,16.24,30
300255,8.13,628
601568,8.13,1851
002423,8.1,1667
002288,8.09,1599
002367,8.03,1103
002302,8.03,2417
002410,63.98,55
600579,8.0,125
605005,23.79,94
688288,40.02,2
300757,62.0,6
688218,15.12,10
300685,75.5,7
002600,7.36,10792
000089,7.32,1665
002573,7.27,854
300233,29.08,154
605088,14.53,18
600616,7.2,932
300942,28.85,69
600218,14.36,139
300758,14.34,80
603003,7.14,53
600336,7.13,110
003017,41.8,137
300223,134.0,8
002968,35.42,5
688701,13.91,86
002902,13.81,79
688095,138.01,11
002999,6.87,2326
601187,6.9,33
002098,6.8,154
600793,13.67,228
600707,6.82,234
002992,13.42,96
301185,26.71,36
000565,6.67,313
603399,6.61,1869
601015,6.48,4882
002560,6.49,1677
600971,6.46,1478
300868,25.76,16
000507,6.45,2578
605069,19.22,766
002718,12.66,167
600143,12.57,1785
002521,6.26,144
600476,12.42,22
002411,12.45,1126
605566,30.69,264
601366,6.18,43
002802,24.59,67
002787,6.11,443
000789,12.22,327
603616,6.05,45
601225,12.2,1946
002009,24.15,603
002702,6.04,239
688008,83.86,5
002320,5.99,2513
600262,23.95,276
002588,5.94,5286
002927,11.91,11
300729,29.4,93
000635,11.8,162
301119,41.35,270
601939,5.85,5816
003015,11.63,337
300773,29.02,242
300273,5.75,3135
300677,57.83,84
600585,40.3,360
600083,5.71,100
601007,5.72,217
600455,22.74,3
002125,11.39,427
600984,11.19,9
300951,89.95,31
003003,11.09,90
003018,11.05,140
300710,60.98,11
600681,5.53,43
002085,5.49,2812
300179,10.91,374
300684,21.94,11
688314,65.98,23
600018,5.47,4001
600249,5.45,24
601995,49.03,557
000930,10.86,2192
301096,85.9,40
000848,10.85,17
300479,16.16,69
600516,10.81,1626
600141,37.88,316
000969,10.71,1261
603214,21.25,13
600313,5.28,2265
601118,5.28,2774
002805,31.53,5
000712,15.75,81
002871,10.5,70
603871,20.8,272
002908,15.6,55
301113,46.29,28
603021,5.16,212
300826,20.62,30
002570,5.12,1997
300296,10.25,105
600171,25.65,674
002858,15.28,62
000828,10.18,101
002499,5.06,29
605189,25.18,151
002514,5.02,920
000725,5.04,40770
300066,5.02,1976
603869,10.02,434
600733,10.01,7293
601611,9.97,1324
605337,49.69,1
000421,4.94,509
002214,19.73,56
300347,127.69,4
600054,9.75,10
300189,4.79,2250
002162,4.77,414
601319,4.69,2757
000678,4.66,475
601890,9.28,1153
300245,9.22,162
600583,4.6,6198
601998,4.61,7618
000938,22.85,35
603169,9.11,154
001209,27.27,47
002855,9.08,208
600243,4.52,6697
003006,17.93,392
300908,54.2,18
002476,4.49,1068
300929,26.79,39
002225,4.47,2816
603308,22.3,79
600386,4.46,227
601169,4.44,1964
002158,26.62,1
605366,13.26,116
300636,26.36,219
000096,8.83,62
600223,13.25,235
002676,4.38,2
002329,4.39,970
600785,13.06,6
002519,4.38,2623
002502,4.34,3034
300152,4.32,657
300358,26.06,9
002998,8.6,160
300260,47.16,3
000599,4.26,7637
002849,12.79,39
601778,8.53,154
605058,25.46,24
603283,29.39,85
002050,25.3,465
002378,8.32,1655
002511,16.71,492
002032,62.22,1
002339,8.22,1516
000922,12.2,207
002923,24.51,274
600939,4.09,2281
600365,4.06,668
002722,16.18,45
603505,36.23,671
605098,56.33,18
688565,16.2,346
000672,20.07,405
603196,7.97,94
605188,7.99,167
688026,88.11,22
300633,31.91,10
601018,3.97,3824
600705,3.96,10154
000909,7.88,8
002846,7.86,378
002368,27.54,348
603396,123.0,57
600183,23.54,356
002196,11.68,351
688383,120.74,2
603477,15.49,83
600188,23.53,1531
300418,23.14,787
002421,3.86,1229
688060,73.25,129
688122,96.94,47
601618,3.83,17898
300920,34.09,14
600179,3.8,6764
603933,15.18,113
002506,3.8,27183
688607,37.91,5
300567,72.4,27
600320,3.77,4500
600109,11.33,2841
002905,7.53,892
002975,63.51,22
603067,11.04,516
600408,3.69,2422
300283,7.37,1208
603937,11.07,75
600808,3.69,4737
600070,7.32,128
000707,7.33,390
300043,3.63,851
300265,10.76,1155
002303,3.58,55
002266,7.12,103
300126,7.11,127
001210,35.49,20
300711,13.93,5
300448,7.03,229
002835,10.49,450
603816,77.16,261
002646,20.98,54
300290,6.96,1052
002217,3.48,4363
600166,3.44,9960
300913,27.37,49
600817,13.61,53
002857,17.03,173
300133,6.77,2257
688611,70.71,2
600749,10.1,95
688697,16.84,183
300019,20.16,68
300450,74.36,69
300720,13.42,281
300387,6.69,816
300169,6.68,262
300798,9.9,102
300046,23.26,53
601818,3.31,126673
430047,26.53,140
000627,3.3,2011
601878,13.17,496
601377,9.88,1198
601996,3.27,12225
600753,16.31,860
000016,6.55,273
600020,3.26,762
000506,3.2,3341
300330,9.56,275
002379,3.19,2958
300014,118.18,131
603696,9.57,170
603856,12.7,52
600241,9.38,169
603789,12.63,4139
601116,9.42,107
002376,9.43,876
600035,3.14,2822
300895,40.72,31
301188,24.6,68
601566,12.36,101
603012,6.17,935
000880,9.15,673
300625,15.19,19
600351,9.08,375
002310,2.98,735
300837,50.75,18
300853,41.5,691
300445,14.81,11
300713,20.45,212
002163,11.75,880
600872,37.96,133
601288,2.93,831933
600114,11.74,206
600989,17.36,1015
688113,60.99,10
600776,11.5,200
002642,5.72,400
000062,17.22,313
002041,25.79,154
300188,17.18,74
603421,8.51,212
600796,5.65,433
300802,39.57,17
601456,13.96,1108
300637,8.31,365
600462,2.75,20
300564,21.95,79
603060,19.28,200
603587,19.16,47
002471,2.74,7196
002114,8.18,1063
300109,21.8,1689
688685,27.26,1
301030,32.33,33
600232,5.41,1055
603986,175.8,42
300606,18.92,96
002148,5.39,557
300921,21.55,79
300882,18.81,8
603032,80.26,3
002632,7.98,444
000661,271.4,6
300499,15.78,25
605055,7.89,159
300408,44.59,3
000619,5.28,60
600507,7.8,5659
601003,5.22,1728
603767,7.82,204
000676,7.77,684
300599,10.36,127
688772,48.64,19
300473,23.16,196
688131,248.68,2
300495,2.57,1608
000612,7.71,1182
300932,38.06,5
603919,38.61,456
603133,10.17,454
601658,5.09,28474
300194,5.12,1402
300991,32.9,13
300511,7.58,92
002624,20.3,146
300478,10.05,186
600428,5.04,1040
600155,9.96,1412
600268,10.03,1237
002606,9.99,1123
603899,64.51,7
601702,12.32,283
300360,12.34,41
300167,4.93,175
001208,14.83,891
301051,120.15,2
600433,4.9,2153
300832,44.05,55
002160,4.87,2186
688079,14.65,86
002557,61.21,1
003019,29.23,326
000547,16.7,5560
300653,66.73,1
300730,16.55,358
002760,26.12,220
002289,7.08,341
871642,18.49,15
300638,54.48,24
300976,82.53,5
002241,54.09,399
000971,2.35,1908
600303,4.69,602
600287,4.68,129
605228,9.27,460
300580,25.54,82
300367,2.32,780
300716,9.22,6
601633,48.54,70
002786,6.76,1045
300740,15.89,75
603810,13.6,100
002612,31.71,646
688786,56.61,9
688012,126.59,77
300698,27.21,8
300327,67.87,20
300780,15.73,288
300816,51.51,11
300051,4.48,412
688681,20.14,23
000519,26.67,156
603320,13.2,40
002955,21.82,13
002159,10.92,52
000099,8.65,1120
002698,13.04,37
002478,4.33,1060
000831,39.01,383
300783,38.97,105
603313,17.3,26
002229,6.42,360
603121,10.73,7
300211,12.79,72
002031,2.11,10979
002662,4.25,4033
601233,21.17,434
003025,33.59,37
600199,16.91,826
600352,12.63,629
600798,4.18,1393
002866,12.56,124
002203,12.43,256
300622,23.06,143
600233,16.61,9
301126,22.69,238
688083,348.23,6
300107,6.17,241
000100,6.16,30994
300688,32.67,107
603559,12.31,96
300053,10.16,322
000550,16.3,176
002799,12.12,63
002164,6.05,52
603568,36.53,940
603929,12.15,78
002322,11.98,143
300476,30.25,39
300303,6.03,4029
300215,10.03,837
002231,6.02,17
600995,19.87,9
688468,17.92,10
002047,3.95,9835
600918,9.96,1357
002270,9.91,1594
300307,7.87,145
002492,5.95,215
605086,23.62,6
000929,9.81,35
300767,104.33,6
603220,15.79,224
300471,25.43,764
300565,11.75,212
300405,9.8,22
002971,23.54,52
002607,7.85,621
001215,58.2,41
300196,17.53,24
300877,25.41,209
600712,3.88,2457
002649,11.67,361
000823,13.62,542
603931,33.0,127
002188,3.88,387
603496,15.49,38
300769,491.16,6
300609,17.43,14
605398,38.47,3
003023,26.93,7
301002,53.79,1
002685,3.81,399
603267,179.42,1
600730,5.71,113
600366,13.21,524
300038,1.91,3180
000796,7.62,631
000430,5.68,1207
301011,60.2,3
600076,3.79,691
603393,24.63,58
002983,22.65,36
600605,9.44,195
688728,30.17,105
300414,11.29,1
002596,3.77,1517
300561,11.3,227
000949,5.61,3751
000628,11.12,121
300760,380.15,2
600316,39.06,178
600725,3.71,44
002414,24.21,58
601179,5.55,11640
300221,7.33,278
002095,16.48,581
000937,5.51,491
603390,9.17,179
002219,3.65,1691
002628,3.6,3194
000889,3.61,5874
688356,336.3,3
688016,248.74,102
603500,9.02,89
300460,19.95,112
300628,81.45,10
002048,21.62,355
300791,41.7,497
600170,3.59,7609
601698,14.39,1083
301062,18.02,41
002678,7.19,1250
300607,16.0,330
301079,31.75,104
300694,10.64,7
300064,1.77,8246
002333,5.26,1119
301085,33.34,6
002751,22.89,582
600593,12.24,10
300963,24.34,16
603822,41.59,28
600125,5.16,160
003005,31.0,54
300959,48.11,35
003012,13.72,376
603301,51.36,64
000520,3.43,1280
300345,5.14,995
002843,10.2,35
000820,3.38,1070
300801,21.96,10
002161,5.08,743
600699,21.97,686
600578,3.36,1749
300141,13.39,2189
002774,8.39,133
002527,8.35,1428
002353,40.0,166
300044,3.31,834
002513,4.98,807
000878,13.37,809
600548,9.98,8
603583,49.62,25
000983,8.27,825
002128,14.85,362
600876,36.88,37
300415,21.23,6
002027,8.19,928
600814,6.52,70
003007,18.0,50
002382,16.29,1347
603033,25.86,62
003032,20.99,59
601727,4.85,2431
002442,6.44,1450
002467,4.81,8788
000609,4.83,50
300884,19.22,13
600372,22.38,114
002729,46.62,5
300739,19.31,382
002748,11.24,12
600406,40.03,27
300745,64.18,59
601231,16.06,155
002443,7.91,45
300241,7.96,800
300629,28.58,80
300032,6.31,492
002920,141.51,4
300770,59.99,6
000516,11.03,128
603838,7.81,207
300124,68.6,1
688678,32.75,76
300077,24.98,702
600685,23.32,27
300424,15.64,17
301186,44.84,17
600740,6.2,4616
002387,9.28,985
001206,46.39,21
600298,60.36,4
605358,120.01,10
002895,24.67,16
603489,225.59,1
603048,29.0,73
600620,9.22,1405
300695,61.44,28
688601,151.77,7
300836,35.07,1
603236,203.9,8
300319,15.29,1915
603626,12.09,405
002468,9.09,625
601799,204.24,1
605183,19.64,28
002059,6.01,609
600859,26.99,22
300632,14.87,373
002848,8.92,200
688059,158.7,2
002369,7.43,1164
601388,4.44,4467
000901,10.33,2246
603969,4.43,1577
300276,4.38,2440
600234,10.22,61
003002,11.75,116
603580,11.73,70
300785,71.74,3
000686,8.77,886
688230,142.88,31
001696,7.27,9
603569,7.22,603
300563,14.47,686
688510,29.07,140
600397,2.88,4111
688226,15.89,130
605100,25.85,44
603040,20.15,18
300486,11.43,142
300706,27.25,155
000959,5.73,1110
300616,42.88,144
600641,32.91,10
603758,8.52,123
000668,15.86,52
603861,11.34,387
301009,18.45,201
600997,7.12,1768
600393,1.42,18148
000811,15.38,350
605167,9.85,64
000836,2.82,3517
300825,28.01,114
300701,18.07,137
600830,5.56,516
605089,94.85,3
000004,19.41,135
603155,54.11,26
600722,6.89,519
000822,6.94,2644
002877,6.92,380
003035,8.29,2212
603180,38.5,18
688268,89.81,22
002361,5.49,1470
603326,9.66,68
600590,8.27,813
603037,20.73,20
002636,15.05,3261
300489,24.47,77
601226,6.78,441
000801,9.58,93
600780,4.08,1313
300435,23.4,16
300449,8.11,446
002823,10.88,162
600718,13.55,623
603836,26.25,51
002364,9.52,235
300469,14.84,94
300166,10.79,1973
002943,55.95,39
600555,1.34,7939
002272,6.72,2280
002112,8.1,45
600821,9.49,121
300142,56.2,701
002659,4.02,235
000568,253.86,6
603345,170.78,43
300417,12.11,74
300200,9.36,423
600827,13.32,1010
002055,14.61,84
600419,13.23,24
601011,5.29,2535
300686,14.56,61
603982,47.0,1131
600354,6.59,1327
003029,21.04,40
300122,124.59,6
300946,74.69,5
002074,51.2,4
603927,27.35,667
688363,155.3,45
601008,3.85,4150
603331,12.82,92
002791,181.42,1
300643,12.89,16
600660,47.13,57
300812,21.62,222
000860,38.17,57
600758,3.8,1364
002703,6.32,1831
300134,12.63,841
300536,21.56,70
600095,10.12,696
300663,21.2,1234
300753,20.29,105
000905,7.51,169
603511,23.72,82
300922,36.4,11
300712,54.84,20
600845,60.83,42
600618,12.41,1270
601777,6.18,3872
600581,6.2,11884
688700,68.1,29
601101,7.4,852
600110,15.95,682
688077,77.19,108
600601,2.43,5437
300900,34.34,2
000903,3.64,1180
003001,20.57,28
002002,6.05,9288
002801,20.49,21
300481,24.13,43
002089,2.39,4023
600662,7.15,909
002012,5.94,2229
002652,3.59,88
300168,13.02,8
000863,3.53,285
688246,36.55,5
600226,2.34,5249
605056,18.78,144
300494,19.9,284
300543,14.0,159
600239,2.31,116
000757,4.63,71
300289,8.07,16
300516,35.86,83
002708,6.98,467
603776,20.73,66
688003,38.02,28
300514,12.66,500
300838,18.26,36
300031,27.55,212
301028,13.77,219
300150,4.57,252
603713,134.78,14
002896,23.92,147
605319,16.96,418
000933,9.09,116
603332,16.85,58
000739,35.02,1
000809,3.37,1825
002707,5.64,697
688360,32.59,64
000990,15.82,1607
002441,10.19,300
000733,124.22,39
601598,4.48,6558
300623,31.46,175
003008,31.28,110
688015,36.8,61
301008,43.25,86
300547,14.81,154
600735,6.64,336
603686,14.36,4288
600560,9.86,500
000695,10.94,45
603020,14.22,115
603557,5.4,662
000036,4.34,1618
603992,19.6,46
688232,43.44,7
002617,15.2,655
688630,71.03,88
002967,27.08,21
301092,38.81,267
600348,11.85,814
600580,18.29,21
300250,12.82,636
603111,5.35,285
301042,45.76,4
688050,210.2,4
000963,40.19,2
603090,22.24,38
603633,15.89,5
300002,6.32,3761
300725,142.17,15
300458,63.28,74
002655,17.87,94
601898,6.29,4353
000729,8.46,405
000411,14.65,241
300597,9.43,92
605303,15.64,118
300527,10.34,975
000576,12.42,500
603319,25.71,7
688037,168.74,3
000030,7.42,17
300907,29.71,105
600760,68.04,22
600152,8.22,650
603189,20.56,1588
300342,13.31,3067
600466,2.04,16575
688378,80.07,10
688285,10.17,251
603855,25.28,2
600836,6.07,613
000069,7.03,182
601238,15.19,152
300978,18.06,98
002025,83.95,124
000825,7.04,278
002013,18.17,161
002562,4.99,1033
300735,15.06,260
301007,19.92,13
600031,22.8,1042
688090,31.83,314
600988,14.9,155
002800,14.87,14
002139,18.69,81
300258,12.8,141
300381,11.86,180
002863,5.89,966
300328,7.85,324
002134,9.77,107
300442,42.85,35
301099,92.35,41
600490,4.86,3190
688589,72.47,20
000856,7.74,333
300336,3.86,3488
603558,11.74,5
002563,7.72,672
603183,5.78,303
301010,23.97,49
688665,179.22,9
603386,20.95,63
000526,18.99,178
300400,22.9,20
300454,190.82,1
603607,16.2,32
002280,4.73,1335
002870,37.96,44
000066,14.15,788
300024,11.16,1884
600400,3.77,3665
300441,11.28,198
300557,30.91,52
301128,51.24,5
600486,131.16,2
002436,13.99,455
603268,24.22,15
603608,6.52,3
688023,249.84,4
600853,2.77,2280
300125,16.61,161
603339,13.73,288
600870,4.58,90
002972,19.28,19
688286,92.56,27
600546,8.21,8955
688798,216.0,34
603637,10.1,813
002587,5.44,1151
601918,4.54,4157
002861,12.7,25
300311,8.17,912
002532,8.15,324
600706,7.22,250
688567,33.62,73
600395,7.27,445
300071,2.69,1100
600559,27.93,5
605318,15.24,130
601518,2.69,596
002165,6.29,1627
300852,58.42,2
600875,21.42,878
300697,12.57,46
300700,14.26,30
000687,1.79,1748
300493,7.97,410
300281,6.18,152
600609,5.33,198
300708,18.41,549
600178,8.79,55
002819,33.25,3
603757,18.28,49
002790,9.45,137
603306,33.93,60
301065,52.82,76
601600,6.09,6847
001213,6.06,4983
002291,19.96,231
603324,58.66,49
300721,50.09,88
600540,6.01,6208
600869,6.88,642
600695,5.1,252
002420,8.61,29
688087,94.46,5
601010,3.46,1133
000753,3.45,4244
300680,30.43,5
301193,31.84,208
002402,27.42,43
002781,6.93,174
002484,27.32,1
300491,19.69,37
603988,16.26,293
002003,12.82,34
603050,17.99,131
300814,24.73,10
002779,17.0,17
300397,15.29,77
002363,5.9,1089
300966,41.02,28
688550,99.16,4
600381,8.43,30
000928,9.29,334
300656,53.15,37
300076,5.91,791
300750,588.0,180
002806,14.95,90
000610,8.27,390
300981,79.94,6
688311,75.0,6
688682,162.45,18
300483,17.28,628
300905,25.48,518
300560,13.92,13
600310,5.74,1797
600571,12.23,879
000400,26.09,154
300691,23.52,78
000799,212.46,5
300396,17.9,25
000935,24.29,453
001207,21.87,24
603023,4.82,1419
000713,9.7,1128
000721,4.02,3430
300675,16.81,15
600575,2.39,10303
603466,27.2,235
003041,24.88,2
300037,113.0,5
301087,78.91,36
300901,12.69,41
600163,8.76,2716
002709,114.65,275
300982,73.4,2
002569,7.98,97
301078,16.62,283
688690,79.82,130
000416,3.93,1349
688185,299.53,11
300226,40.65,2
603801,30.4,2
301026,63.86,2
688597,22.46,62
300402,27.2,175
002828,8.57,77
605018,18.88,591
000985,13.89,2
002669,16.34,444
300340,19.41,253
300741,47.85,56
002633,8.47,151
688551,57.68,2
300065,15.26,1510
603617,12.27,75
600260,3.1,3111
002427,5.33,412
603197,58.36,3
300589,23.68,344
605255,16.73,265
600531,6.03,2046
002469,6.77,98
603527,12.02,77
600009,46.69,151
300329,9.71,151
688107,71.7,331
600399,24.76,507
300998,33.3,47
002892,32.5,164
300896,536.11,13
300687,29.09,10
603991,41.4,10
603378,25.73,264
002440,9.59,192
300375,4.41,3230
603813,16.86,27
605186,36.25,6
300927,33.88,29
300863,89.61,34
002813,25.62,124
002913,78.42,103
600482,19.7,402
002691,5.05,826
300263,10.2,1104
000159,6.53,667
836077,57.35,23
002138,38.18,103
688021,52.86,3
003000,10.8,167
600779,119.96,1
600191,3.58,745
603733,40.8,21
603329,14.94,1128
603533,25.51,924
300068,14.16,302
002986,35.95,6
688248,23.1,28
600053,15.6,88
600550,5.58,2940
002222,18.93,249
002150,6.3,211
001965,7.66,557
300322,13.87,236
300671,81.03,18
603161,14.6,1103
300228,9.66,1778
600426,31.29,104
600312,9.08,1632
600543,6.96,68
002717,3.44,4311
688536,767.0,1
002389,27.79,202
002656,2.77,7201
000552,3.45,3677
002888,13.09,387
300240,8.18,5
002937,20.15,30
605218,16.33,6268
603956,17.8,1294
002692,3.4,91
603195,167.22,2
600539,8.11,278
688345,59.6,13
601001,9.6,2100
300092,12.88,216
605138,12.08,735
300069,23.01,3
605333,20.68,273
300619,87.17,5
300870,83.76,0
300365,10.75,8
002342,4.71,2526
603829,12.13,35
300709,59.95,15
300309,3.32,9511
000981,3.35,4783
600577,7.43,1284
603085,7.96,127
301069,48.77,30
300617,71.71,9
000755,4.61,16
002996,14.63,95
002553,10.7,220
688418,15.18,128
002689,3.28,1467
300800,28.98,37
002006,26.88,147
300286,33.18,5
000420,5.26,1934
002346,19.16,28
002762,11.1,2688
000682,8.47,196
603900,7.8,18
600356,7.8,1668
002263,3.91,910
000850,4.55,1139
688093,37.27,30
002343,5.79,44
000570,5.84,647
603997,16.08,704
603717,12.77,241
300366,12.12,1157
300805,13.95,141
300848,31.66,120
600301,12.65,243
300658,10.83,276
603922,21.24,2
300500,23.47,6
300437,26.56,304
603178,14.67,6
301071,286.7,14
600576,5.02,1644
600228,6.92,568
002243,11.28,99
603259,118.57,6
300513,13.11,2
600844,3.71,1548
002350,8.63,2574
603360,13.0,7
688533,55.87,11
603499,9.2,184
605598,15.93,188
300299,6.61,73
300550,12.85,53
835368,102.3,129
002592,7.29,57
002470,3.0,23814
002812,250.39,7
002274,12.66,2645
603078,26.57,127
600387,7.24,340
301020,30.95,44
002530,6.6,3927
600967,11.95,1567
605123,137.14,2
300272,7.19,461
603639,25.11,132
002028,49.2,40
300869,40.54,5
002301,8.36,1045
600519,2049.99,11
002189,22.14,21
603968,18.68,15
601985,8.29,7695
300833,81.02,3
300865,28.75,11
000962,11.78,578
600501,14.04,2384
000807,11.16,3161
300421,21.91,49
300206,14.08,165
600192,5.84,2357
600600,98.99,25
600281,5.78,678
002847,85.6,87
600229,7.5,256
603970,26.05,65
603335,6.31,699
600926,12.8,72
002735,20.2,65
000852,6.89,303
603825,29.16,140
301190,30.19,204
603808,14.55,7
300748,44.89,24
300986,64.01,15
600854,6.16,388
002247,2.84,3643
300566,28.42,79
300747,59.11,405
002094,4.51,889
688595,123.5,2
000688,13.97,1342
001211,31.73,1
301013,25.7,148
000338,17.89,3465
300672,185.21,1
600237,9.44,485
600668,18.27,29
600764,40.66,324
688385,50.3,3
002355,6.11,160
002949,18.29,504
600217,7.57,249
002878,19.69,42
600530,4.4,781
688066,72.7,139
002103,4.91,895
002808,8.19,427
600892,4.36,4
301213,64.5,9
300157,4.91,315
000887,21.81,109
002358,3.29,1674
301178,65.46,21
002258,33.73,242
301061,78.6,6
600742,11.96,224
300058,10.73,3292
832735,25.35,77
002859,37.2,5
002932,74.0,6
603223,34.36,15
603517,68.33,23
300987,38.8,188
300300,4.74,2222
002822,5.82,82
603071,25.26,1240
001288,17.81,890
600091,2.63,167
603348,58.41,29
600099,8.47,752
002490,5.7,2030
600745,129.29,22
605287,28.62,28
002534,31.69,59
001267,7.26,3109
002338,23.61,366
603089,9.3,112
002551,5.69,1452
600213,8.24,927
603908,41.5,127
601515,8.13,642
603369,54.39,13
003010,22.35,45
300013,4.57,340
300447,22.46,3
600478,7.12,227
002269,2.53,19766
688639,129.22,2
600452,20.13,64
300969,100.08,32
605289,40.09,1
002345,5.51,1153
000918,2.48,13730
688310,46.08,11
002046,14.85,51
002253,17.84,492
301029,92.0,2
002621,3.96,469
002357,6.32,1147
603589,70.85,16
605198,19.8,10
000858,222.5,2
002565,6.81,24130
688298,230.5,305
603192,54.86,28
603650,50.31,13
300990,127.75,12
300806,59.0,573
300759,141.27,12
600172,10.16,975
300707,20.44,36
600418,17.39,68
002947,36.89,30
601700,6.15,4499
688227,32.08,66
000566,5.25,3351
600180,7.14,603
688328,43.28,33
300556,29.39,497
300308,42.48,32
300755,50.08,11
600038,80.3,62
000717,4.75,228
603219,19.79,20
300994,47.62,281
605288,64.54,5
603877,27.88,45
002811,8.97,95
301022,46.37,9
002304,164.73,69
300022,5.11,2407
300264,10.18,3640
300010,4.19,2293
300601,98.51,6
688191,22.1,134
600809,315.77,2
603667,17.4,352
600197,27.12,116
300151,40.51,141
603005,55.06,14
603729,12.86,225
300595,57.36,23
603486,150.95,21
601208,17.35,43
600990,56.17,20
688105,105.63,4
002641,5.48,178
600421,9.58,126
603768,16.74,134
300693,36.69,63
300159,4.54,13293
603860,22.19,4
688323,38.52,20
300655,41.77,99
603880,7.16,248
600532,18.46,101
603031,50.0,6
603025,26.39,53
002172,4.02,1830
836239,132.05,52
603022,12.4,244
300287,6.13,4021
002249,8.78,7052
601678,7.96,1164
002647,9.65,2760
688367,24.97,24
603703,23.22,477
600405,7.82,3234
688319,35.8,5
300571,58.56,36
000967,7.33,289
300850,178.5,23
688080,87.6,2
002852,16.74,144
300314,13.59,264
002803,21.23,973
300926,23.79,108
300702,48.35,166
300130,14.67,254
600682,11.76,1153
002292,6.33,145
600131,21.84,71
000001,16.48,1353
