,kaipan_price,kaipan_money,sell_amount
sz000576,9.8,360640,0.0054843
sz300644,30.5,262300,0.0004995199999999999
sh600132,35.3,1923850,0.0011758299999999999
sh600376,9.58,803762,0.011457
sh603787,11.76,157584,0.0019602
sz300001,22.41,838134,0.0021114000000000003
sh600816,7.24,5275412,0.11856
sz002400,3.99,9893205,0.01513916
sz300711,19.5,134550,0.00330852
sz300037,25.69,1299914,0.01359016
sz002502,4.26,439206,0.00543808
sz002715,17.84,57088,1.832e-05
sz000863,5.0,47000,0.01022175
sz000544,6.24,82992,0.0054613199999999995
sh603757,24.38,1238504,0.00070224
sh603583,72.95,1838340,0.002847
sz300628,98.0,186200,0.00020054
sz300355,5.13,882873,0.01555568
sz002332,8.68,242172,0.00590221
sh600715,4.94,194636,0.00206
sh600488,4.67,63045,0.0030527999999999996
sz002417,9.58,981950,0.00813439
sz000626,8.66,403556,0.0037651200000000003
sz300044,8.33,1359456,0.02502324
sz300305,8.59,212173,0.0065235399999999995
sh600496,3.65,2613765,0.00554944
sz300182,6.76,890968,0.04906183
sh601965,8.59,899373,0.0240012
sz000838,4.03,147498,0.00245964
sh600973,4.42,202436,0.027695849999999998
sz002739,21.53,3059413,0.00150484
sh600067,5.0,613500,0.0099705
sh603587,27.26,518976,0.0028974400000000003
sh601601,34.3,12495490,0.045056
sz300307,6.68,559116,0.029491140000000002
sh600867,17.8,23881975,0.00211932
sh600858,5.75,583050,0.006348400000000001
sh600351,8.17,441997,0.010721399999999999
sz002746,23.51,1967787,0.00854352
sz000762,8.45,170690,0.00050388
sz002132,3.02,997808,0.06362575
sh600235,7.23,1012200,0.00109809
sh600736,7.52,985120,0.0315362
sz002736,13.45,6153375,0.00515493
sz002209,8.36,126236,0.006567259999999999
sh600845,33.33,1936473,3.409e-05
sz000534,10.38,145320,7.539e-05
sh600479,10.16,1279550,0.0042411
sz300123,12.81,673806,0.00056088
sz000835,5.12,681989,0.00328158
sh600327,5.16,233748,0.018974
sh603045,29.59,189376,0.003087
sh603585,25.8,273480,0.00115192
sz002810,25.39,380672,0.0050895
sh600310,5.33,246246,0.0011834200000000001
sz002208,14.2,1597500,0.00537288
sz002249,5.46,3448536,0.00431424
sz300558,45.24,1045044,0.0010042999999999999
sh603980,16.3,6073380,0.11286639999999999
sz000532,12.29,763209,0.0039277
sz000429,9.06,610644,0.06791664
sz000046,7.36,1354976,0.00512793
sh603566,14.4,662400,0.00190336
sz002057,7.74,114304,0.016321350000000002
sz002185,5.83,5291308,0.01717172
sz000517,3.14,1892164,0.00698027
sh601619,5.81,1838284,0.00421504
sz002898,16.58,348180,0.0013423600000000001
sz000005,3.8,370500,0.6143826000000001
sz002109,4.62,686994,0.005560020000000001
sh600463,9.53,655664,0.0041960999999999995
sz000839,5.85,11616491,0.014439800000000001
sz002119,12.57,385899,0.006192639999999999
sh600764,34.03,912004,0.0123868
sz300161,14.41,1854567,0.0075198
sz000048,20.45,20436,0.00038142
sz000990,26.28,36621180,0.02004625
sz000032,10.23,204600,0.00216275
sh600375,6.15,1759515,0.01537335
sh600110,4.85,230860,0.0035763300000000004
sh600435,10.45,6767420,0.0216117
sz002698,13.2,583440,0.00558
sz300491,18.34,97202,9.41e-05
sh600367,8.91,176418,0.0043152
sz002311,28.2,851640,0.0053435999999999996
sz000753,3.6,420120,0.00197532
sz000514,4.96,272800,0.00561979
sh601336,54.81,18739539,0.01984576
sz002504,4.53,1059567,0.0027753599999999997
sz300358,8.96,1022336,0.0024024000000000003
sh600421,14.54,189020,0.00042485
sh600979,5.13,1124496,0.00192946
sz000809,2.96,246568,0.008112999999999999
sz300145,4.2,556332,0.03157948
sz002074,17.81,1602900,0.0010848
sz300700,23.49,86913,0.00143252
sh603227,4.67,2164545,0.00551771
sh603535,20.66,136356,0.00025512
sz000557,4.75,813200,0.007855319999999999
sh600299,12.54,766194,0.00741884
sh603158,17.62,151532,0.010830020000000001
sz300603,28.69,502075,0.00300594
sz002065,8.96,3579914,0.08495897999999999
sz300062,6.43,104809,0.02948
sz300379,25.49,1593125,0.004163399999999999
sz300721,23.13,388584,0.00040188
sz000776,16.25,16280875,0.012302460000000001
sz002711,4.19,1667620,0.023205
sz300092,8.27,532588,0.0029194200000000003
sz002658,8.59,116824,0.0093539
sz002697,5.79,1744238,0.007355110000000001
sh600748,9.0,636300,0.03511392
sh600208,4.09,12008240,2.34020479
sh603860,28.68,315480,0.0032978
sz300203,27.39,1665312,0.00181935
sz002343,10.9,583150,0.0029999700000000002
sh600281,4.35,226200,0.00033895999999999997
sz300312,8.35,902635,0.00383638
sz000726,10.69,566570,0.005514600000000001
sz300297,7.41,4142931,0.018989879999999997
sz300751,170.45,102270,0.002485
sz002138,19.2,3329472,0.00076323
sz000825,5.16,1901460,0.02118912
sz002821,92.6,1574200,0.00018863999999999998
sh603239,12.4,141360,0.00871508
sh603806,33.45,347880,0.00039798000000000004
sh603955,17.36,203112,0.0010124799999999998
sz300565,15.09,67905,0.47517138000000003
sz002328,7.62,2498598,0.008668440000000001
sz002699,9.47,12771242,1.5492048
sz300465,9.8,18926740,1.7927237999999999
sz300413,44.47,262373,0.0037964699999999997
sh600593,40.0,244000,0.00072126
sh600760,33.0,1155000,0.01400625
sz002019,13.02,8934324,0.005593979999999999
sz002931,31.5,459900,0.0023378400000000003
sz000683,3.0,1923300,0.0815753
sz300188,0.0,0.0,0.0
sz000792,6.76,2408250,0.02945432
sh600990,54.1,4198160,0.00148044
sz002783,11.0,5085520,0.19928426
sz002713,20.5,660100,0.00069248
sz002265,15.5,17439050,2.8867400000000005
sz002235,9.28,18453744,0.89319072
sh600153,8.76,2818092,0.009697540000000001
sh603999,6.3,287910,0.0017685
sh603123,6.59,269531,0.00425054
sh600617,5.51,877192,0.0030887999999999996
sz002231,7.94,966298,0.00515221
sh603683,15.72,14148,0.0013736
sz002263,2.08,2612688,5.2079999999999996e-05
sz002145,4.67,315692,0.00342447
sz002286,6.95,262015,7.23e-06
sz000034,15.99,2008344,0.0055352000000000005
sz300118,11.0,4629900,0.06988971000000001
sz002008,41.18,51034374,0.040459659999999995
sh600707,6.33,653256,0.021879
sz000600,7.99,583270,0.015456999999999999
sz002798,24.3,2771609,0.034545059999999995
sh603136,39.9,311220,0.00050064
sz000829,6.65,276640,0.017519100000000003
sz000697,14.13,377271,0.00646152
sh600999,17.56,5397944,0.0024205999999999997
sz000782,5.32,217588,0.00601003
sz002664,14.08,402688,0.0025836799999999997
sh600470,4.66,288920,0.7512555
sz002801,27.1,132790,0.0005676
sz002682,5.9,2125481,0.0946655
sz002700,10.31,227851,0.018418630000000002
sh600428,4.19,1572507,1.2272648400000001
sz000553,11.7,1343172,0.0024481800000000003
sz002108,5.05,409555,0.0046337800000000005
sz300053,11.96,1091721,0.00211406
sz002035,14.35,1429978,0.5653860599999999
sh601933,8.7,7155750,0.00156816
sz300680,19.05,5715,0.01424193
sz002196,6.14,183911,0.023171399999999998
sz300142,25.65,3339630,0.0019335
sh600839,3.57,2610027,0.09558206999999999
sz300132,15.27,1989681,0.010857
sh600639,15.56,4095392,0.0015899399999999998
sz000685,8.68,604996,0.01206876
sz002868,19.46,175140,0.00037676999999999996
sh600519,860.0,62829020,0.019115579999999997
sz300411,11.52,11242368,0.64137519
sh603979,8.86,184288,0.010117980000000002
sh600723,7.22,410818,0.011197200000000001
sz000921,13.5,564300,0.6581564
sh600141,11.16,2860308,0.0062478
sz002485,8.1,162000,0.00463698
sz300327,24.97,841514,0.0118198
sz002198,8.32,2208128,0.56143824
sz300226,84.55,1209065,0.0005214600000000001
sz000016,5.59,1898364,0.00616476
sh600689,11.59,285114,1.202e-05
sh603637,17.17,147662,0.0016549000000000002
sh600173,5.12,107008,0.00160433
sz002952,54.25,81375,0.00656425
sh603711,31.44,455880,0.0006496
sh601886,9.09,1058985,0.00342044
sz002617,4.82,282934,0.01579466
sh603677,15.45,288915,0.00791
sh600685,0.0,0.0,0.0
sh600872,36.6,2616900,0.0030176
sz002735,32.0,179200,0.0016395
sz002667,8.28,57960,0.008625840000000001
sz002777,38.13,2833059,0.7794072000000001
sz300671,20.8,380640,0.0022078600000000003
sh600117,4.03,1126385,0.00610212
sh600387,9.4,667400,0.004362390000000001
sz000687,9.28,2216992,0.00768316
sz300069,12.32,59136,0.0020672399999999997
sh600969,7.98,1035804,0.00828528
sz000029,0.0,0.0,0.0
sh603727,14.65,87900,0.00412225
sz002378,6.61,680830,0.00082718
sz002239,2.55,2926635,0.0037922000000000003
sz002701,6.25,10714375,0.0329997
sz002907,23.38,1218098,0.00760725
sz300466,7.5,673500,0.0019584
sz002413,7.4,760720,0.0072439800000000006
sh603615,10.28,914920,0.00903
sz002211,5.75,91425,0.00116379
sz002322,15.05,1616370,0.009621619999999999
sz000007,7.21,369873,0.00955392
sz002079,7.68,1711104,0.07437824000000001
sh603970,17.11,316535,0.0028755
sz002583,10.91,852071,0.0033566399999999997
sh603903,24.65,167620,0.00620736
sh603228,66.8,1523040,0.0152304
sh600418,5.09,340012,0.00468864
sh603817,7.95,560475,0.0009853
sz002648,14.77,1620269,0.6426765000000001
sh603558,10.34,296758,0.0036994000000000003
sh600229,8.41,285099,0.00179014
sh600718,15.08,4228432,0.0383604
sz000419,5.18,555814,0.00765756
sz002046,8.7,187920,0.008757
sh600266,10.33,6526494,0.00436304
sh600477,4.7,2299240,0.0066297000000000005
sz300552,19.44,147744,0.0037249899999999996
sz300040,6.62,131076,0.0024175499999999996
sh603079,20.6,53559,0.15571703
sh600396,2.25,1017000,0.0008883000000000001
sh600391,16.92,1087956,0.014645199999999999
sh603187,46.82,426062,0.0079212
sz002930,25.44,211152,0.00398696
sz002604,2.26,416744,0.1050777
sh603020,9.01,8109,0.04504829999999999
sh600603,5.24,456823,0.00126286
sz002823,12.63,214710,0.00265404
sh600106,3.9,1026480,0.02520138
sz300321,16.05,48150,8.269999999999999e-05
sh600241,7.0,189700,0.004975480000000001
sh600581,4.97,1455216,0.0007607199999999999
sz300494,12.19,462001,0.01227424
sz300736,21.2,256520,0.0010492799999999999
sh603880,13.92,517824,0.00435845
sh603569,14.07,219492,0.0012571499999999998
sz000997,17.76,989232,0.0021551400000000003
sh600066,13.39,1934855,0.028908359999999998
sz000525,15.35,351515,0.015008949999999998
sz300337,5.1,1927800,0.019019
sz002563,12.09,482391,0.00127908
sz000830,15.05,22625959,5.57497572
sh603232,42.0,449400,0.05872108
sz002646,13.25,1809950,0.0017608500000000002
sh603519,11.14,441144,0.003015
sh601377,7.32,4961496,0.07448056
sz002539,5.78,464712,0.0009428700000000001
sh603936,19.62,304110,0.00034357
sh600515,5.93,775051,0.020440059999999996
sh600353,5.69,104127,5.2560000000000005e-05
sh600569,3.65,1763680,0.04081402
sz300205,12.69,4403430,0.08755692
sh603595,40.25,52325,0.00062085
sz000665,9.49,506766,0.01272444
sz002190,16.8,1402800,0.18245920000000002
sz000027,6.52,191688,0.09573496000000001
sz002298,8.01,301977,0.00260384
sh600231,3.55,648905,0.01083555
sz300206,6.94,129778,0.017518409999999998
sh600638,10.9,5199300,0.051993
sh600509,5.47,482454,0.0058195
sh601069,14.42,888272,0.000296
sh600163,0.0,0.0,0.0
sh600081,9.42,193110,0.20656217999999998
sz300443,18.27,118755,0.0086791
sh603693,15.92,834208,0.00076422
sz300601,56.7,8834484,0.006005440000000001
sz002439,29.49,3898578,0.026962240000000002
sh600346,18.8,1347960,0.00246507
sz000543,5.39,99176,0.00177444
sh600873,5.3,4966100,0.01610016
sh601127,16.42,149422,0.0063525000000000005
sz002014,7.97,85279,0.023734619999999998
sh603003,8.65,170405,0.013726160000000001
sh603180,80.2,2077180,0.0054008500000000004
sz000020,12.53,182938,0.004099149999999999
sz002797,8.03,23628275,0.01773054
sz002881,22.4,3373440,0.00161253
sz300194,4.54,5117942,0.18502316
sh600020,6.48,9081072,0.018413850000000002
sh600051,6.89,288691,0.01133863
sz000582,9.33,826638,0.00919456
sz002161,7.38,945378,0.01885347
sh603316,9.14,213876,0.0012
sh600021,9.06,265458,0.0030766400000000003
sh600108,3.82,2062418,0.027011880000000002
sz300419,7.36,511940,0.63483784
sh600741,20.46,6913434,0.0031046400000000005
sh600198,11.6,2924360,0.27450345000000004
sh603301,38.01,2231187,0.0008391599999999999
sh601020,10.86,347520,0.00130425
sz300386,14.94,12894714,0.006701400000000001
sz002473,10.18,435704,0.007669850000000001
sh600811,4.24,2068272,0.007113260000000001
sz002590,8.54,1392874,0.005522399999999999
sz300416,20.59,741240,0.00010644999999999999
sz300100,10.69,587950,0.004890179999999999
sz300232,14.49,443394,0.0019929
sh601366,7.86,835518,0.00344058
sz002334,6.31,425294,0.0069894
sz002429,3.3,1859220,0.00329475
sz000409,5.83,241362,0.00607
sh603319,23.49,1397655,0.012260640000000001
sz002763,9.22,10142,0.00551154
sz002273,14.34,2025711,0.005955650000000001
sh600383,13.86,11714611,0.11214645
sz300141,9.15,743895,0.0025609499999999998
sz300254,8.54,21350,0.00034514999999999996
sz000001,12.83,20595191,0.09307287
sz300480,12.02,633454,0.0073526400000000006
sz002233,12.56,5084288,0.02956784
sz300270,8.95,127090,0.013428559999999999
sh603238,19.02,30432,0.00421632
sz002460,27.78,2736330,0.0158535
sz002153,32.83,374360,0.001707
sz300705,14.44,60648,0.001475
sz002464,11.58,676272,0.018925
sh600734,9.0,3715200,0.03857022
sz300227,13.15,581230,0.0050471399999999994
sz300030,6.39,585963,0.0033936
sh600111,11.19,5807610,0.0065007
sz300198,4.56,5540400,0.01253094
sz300278,8.29,761851,9.405000000000001e-05
sz000960,12.3,3704760,0.022364530000000004
sz300427,13.99,127309,0.01927875
sh603801,39.95,3703365,0.00210602
sz300296,8.95,3201415,0.06191641
sh600188,10.96,11957360,0.032163119999999996
sh600094,7.3,1603080,0.00024128
sz002259,2.45,865587,0.010238269999999999
sz002212,17.47,1298021,0.0393414
sz300664,11.3,49720,0.01506456
sh603685,17.47,181688,0.00033953000000000005
sz002358,14.63,1256717,0.01991093
sh600033,3.39,125769,6.612000000000001e-05
sh603505,17.07,162165,0.00899
sz300607,40.39,767410,0.0005943000000000001
sz300228,6.91,3097062,0.66195012
sh601828,13.5,4137750,0.0007327799999999999
sh600202,0.0,0.0,0.0
sz002084,5.1,98430,0.01285534
sh603329,17.16,109815,0.0022072000000000003
sh603789,13.4,105860,0.0008438199999999999
sz002566,7.28,417144,0.00190008
sz002908,22.34,1213062,0.00334573
sh600919,7.15,2586870,0.01210869
sz002039,14.36,45952,0.0004102
sz300323,8.97,365976,0.01258098
sh600498,31.71,5733168,0.24921600000000002
sz002147,3.07,6086889,0.00464474
sz002721,6.53,823433,0.0018346699999999998
sh603638,29.68,47488,0.0003099
sz000430,6.83,459659,0.0028078
sz002396,23.51,4129743,9.812e-05
sz002458,36.8,20192160,0.7138989
sz000736,9.36,435240,0.020255350000000002
sh600422,10.53,6802380,0.010166449999999999
sz000981,4.27,3369457,0.11081838
sz300368,9.3,1719570,0.0007379600000000001
sz300353,14.0,3624600,0.034511940000000005
sh603636,13.8,963240,0.0031457399999999997
sz300755,35.55,4890116,0.00202513
sz002058,13.6,57120,0.0022578
sz002865,22.67,3949114,0.012637800000000001
sh603810,41.7,225180,0.0009383
sz000011,11.8,861400,0.00292578
sz300373,19.07,1128944,0.01419452
sh603829,12.15,64395,0.0005633999999999999
sz002500,9.65,50932700,0.027742850000000003
sh601928,8.59,336728,0.00628485
sz002324,12.18,204624,0.0036104600000000002
sz000066,10.8,48143160,2.2320063400000003
sz300248,9.5,610850,0.56487802
sh600336,4.65,535680,0.0027216
sh601898,5.21,3484969,0.009625799999999999
sz000828,9.64,200512,0.00011831999999999999
sz002492,6.28,356076,0.01096018
sz300129,4.7,438040,0.024352199999999997
sz002066,9.13,173470,0.0019729599999999997
sz300530,39.35,3935,0.0010335
sh600036,34.2,36552721,0.06794256
sz300668,22.12,223412,0.001235
sh601666,4.24,1020992,0.03818046
sz300283,5.43,223173,0.005606600000000001
sz000055,6.92,1151142,0.0081699
sh600614,6.15,827175,0.00708465
sz300365,25.96,965712,0.02349216
sz300612,27.5,6171000,0.05931344
sz300550,63.6,159000,0.0025821
sz002222,13.51,3303195,0.0023503200000000004
sh600641,12.88,1360128,0.0007249
sh600657,5.69,2260068,0.00748524
sz300054,10.09,90810,0.00512064
sh600661,22.81,25091,0.005097600000000001
sz300316,14.72,4095104,0.01322516
sh600160,8.72,2584939,0.00791875
sz300139,13.2,5224560,0.0325458
sz300262,8.1,57510,0.04199218
sh603339,18.15,154275,0.00044448
sh603686,14.8,103600,0.00094178
sh600827,10.17,1199490,0.013206599999999999
sz002575,8.77,341153,0.01205974
sh603766,5.08,424891,0.0040986
sz002047,7.1,390500,0.00929092
sz002599,11.33,432806,0.001177
sh603989,20.7,209070,0.00049013
sh600390,10.15,2606520,0.8859642000000001
sh601177,14.06,4977240,0.0014504000000000001
sh600698,3.18,35780113,0.13133127000000003
sh600004,14.82,643855,0.0063631799999999995
sz002087,4.52,944816,0.011263220000000001
sh600666,3.98,708838,0.00380276
sz002577,12.61,113490,0.0020797199999999997
sh600530,6.21,466371,0.008050680000000001
sz300154,6.38,319638,1.02522816
sh603056,18.91,232593,0.00130717
sh600291,14.3,3167450,0.0043866899999999995
sz300710,31.36,1113280,0.005978400000000001
sz000518,4.17,826077,0.090426
sh600909,7.18,5292385,0.01734264
sz300398,19.01,1009431,0.00746379
sz300639,18.98,2649608,0.43151108
sh603778,4.97,187369,0.0295656
sh600836,5.23,458671,0.00549072
sz002232,9.9,2643300,1.0626056
sz300343,7.95,1702890,0.01228997
sh600897,24.0,765600,0.00041395000000000006
sz000878,10.38,2674926,1.3684409199999998
sh603188,10.0,3116000,0.00916306
sz000801,6.68,820304,0.00656708
sz002489,3.87,8180793,0.0188659
sh603779,14.46,44826,0.00637018
sz002938,27.22,2716556,0.019296
sh600565,4.05,1575855,0.00126948
sz300645,36.78,1500624,0.34680584999999997
sz002387,12.86,3758978,0.006735
sz300421,18.23,501325,0.0008657999999999999
sz002276,7.06,905798,0.05417048
sh600749,11.97,1168272,0.25527447000000003
sz002061,8.61,2124087,0.009117529999999999
sz002873,17.98,122264,0.00126276
sz300148,4.95,1105830,0.03335808
sz300553,36.73,194669,0.01103005
sz300187,6.19,246981,0.002032
sh603996,11.42,1143142,0.0011781
sh600192,7.01,600056,0.017269100000000003
sz000541,5.99,203660,0.0574431
sz000795,5.05,377235,0.00245985
sh603606,11.86,322592,0.0022944899999999997
sz000876,13.39,8009898,0.17807636000000002
sz000980,5.26,584912,0.012509699999999999
sh601677,10.95,427050,0.0019142
sz002901,32.98,448528,0.007876900000000001
sh603385,11.46,1851936,0.00050776
sh603767,8.3,359390,0.0092008
sh600011,6.56,549728,0.0047235
sz300457,24.78,1278648,0.0014366000000000001
sz002370,17.02,1795610,0.53890272
sz002318,8.31,314118,0.00090294
sh603630,17.88,995916,0.0006859
sz002703,5.45,319370,0.0012866700000000002
sz002053,8.89,224028,0.00012796000000000001
sh601238,11.75,662700,0.01049752
sz000663,7.16,196184,0.024945400000000003
sh601992,4.49,7783864,0.00958873
sz000017,5.38,230264,0.0025687199999999996
sh603278,18.46,509496,0.0005414300000000001
sh603133,20.85,669285,0.0010485
sz002193,10.66,164164,0.00014313
sh603713,40.27,467132,0.0012319199999999998
sh603800,13.72,68600,0.0022027199999999996
sz002070,0.0,0.0,0.0
sh600220,3.23,985796,0.00991016
sh600156,7.19,4577154,0.01201685
sh600403,4.55,55055,0.0032457600000000003
sz300662,40.49,664036,0.00136818
sz002666,4.98,58266,0.01580032
sz002787,9.45,549990,0.0011857200000000001
sz300121,10.14,227136,0.00226114
sh601116,13.21,142668,0.0109208
sz300249,7.84,480592,0.00776736
sz300474,46.65,2607735,0.00674984
sh601326,4.44,2572536,0.018061630000000002
sz002470,7.46,170834,0.00177639
sz002870,23.73,332220,0.0005124
sz002574,6.04,190260,0.00721152
sz002045,5.88,3316908,0.08793002999999999
sh600926,8.69,1941346,0.007788000000000001
sh600630,9.48,1230504,0.00028920000000000004
sz000069,7.99,19297112,0.04404132
sh601857,7.58,8567674,0.20048313
sz000043,8.79,3702339,0.0008226399999999999
sh600025,4.12,662908,0.13738125
sz002016,10.68,817020,0.0447784
sz002121,7.15,13293995,0.22953645
sh603608,10.02,276552,0.00019532
sh603099,12.49,14121194,0.70104636
sh603039,104.0,915200,0.0008883200000000001
sz300274,10.99,5725790,2.15978178
sh603887,18.43,47918,0.04975057
sz002301,9.98,113772,0.07774371000000001
sz000058,7.14,438396,0.007188280000000001
sh601558,1.55,13229715,0.0331136
sz300611,10.2,138720,0.19776030000000003
sz000301,6.03,205020,0.00216128
sz000620,4.72,102896,0.0042558000000000006
sh601688,22.45,31373942,0.10904058
sh603738,16.82,341446,0.005602799999999999
sz002159,22.45,1665790,0.00233
sz300007,14.15,1168790,1.4531153700000001
sh600497,5.2,1503944,0.0120324
sz002789,17.71,256795,0.0005438999999999999
sz300692,14.86,1992726,0.0021516599999999997
sz000868,3.4,731340,0.04611904
sh600026,6.58,861322,0.00659316
sz002707,7.96,686152,0.0017793999999999998
sh600326,8.72,2908643,0.01647884
sh600594,6.99,2081622,0.00065247
sh600746,7.65,198135,0.0035587999999999996
sz000510,5.34,322002,0.00230184
sz000025,32.5,497250,0.006979280000000001
sh600562,18.4,1803200,0.00259752
sz000651,0.0,0.0,0.0
sz002889,26.65,173225,0.02865765
sz000633,5.88,98784,0.5071893
sz000908,5.8,854340,0.00296516
sz002040,11.47,1375253,0.005325900000000001
sz000982,1.54,45584,0.004
sh600766,9.72,536544,0.007250400000000001
sz002281,31.44,6998544,0.00595665
sz002406,6.63,452829,0.00783867
sz300231,8.26,492296,0.0125388
sh601600,4.22,5370060,0.006776519999999999
sh600212,5.55,888555,0.01073525
sz002312,3.87,984915,0.00926991
sh603658,67.13,362502,0.0068112
sz000635,9.92,326368,0.00098496
sz300068,15.42,351576,0.0428262
sh600650,12.12,502980,0.005686320000000001
sz002892,54.23,764643,0.000513
sz002788,15.3,445444,0.0004776
sh603214,39.2,533120,0.0038759999999999997
sz002863,7.02,102492,0.017714399999999998
sz300747,175.87,2725985,0.010944
sh603379,0.0,0.0,0.0
sz000926,7.9,1798040,0.0146067
sz000060,5.11,2729251,2.47063048
sh603328,11.75,849525,0.00817965
sz002412,17.78,21336,0.0076013999999999995
sz300375,7.72,413792,0.00218386
sz002633,10.73,116957,0.00231623
sz300046,16.48,1913328,0.0004433
sh600611,4.93,937686,0.0002535
sz002632,8.77,392896,0.00478998
sz002688,5.7,57000,0.00019889999999999998
sz000333,49.3,17112030,0.02051348
sz002929,35.77,502640,0.00666238
sh600080,8.6,2729640,0.023752960000000004
sz002753,10.81,3055987,0.00241803
sz000788,8.04,1374036,0.00622545
sz000636,15.57,6707556,0.019245599999999998
sz002560,6.09,825195,0.01519546
sh601990,15.1,29290980,0.00939824
sh600216,10.69,1332744,0.09469409999999999
sz002453,7.23,3169632,0.56348928
sh601163,13.45,554140,0.0002768
sz000006,6.85,4451130,0.0134976
sz300660,23.85,131175,0.00920808
sz002277,4.08,190536,0.03160358
sz000509,3.04,742976,0.00068355
sz002683,13.95,528705,0.0005892
sz300180,14.15,741460,0.007565099999999999
sz002607,13.2,8624880,0.008715770000000001
sh603966,11.26,324288,0.01071306
sz002636,9.34,2977592,0.88932304
sh603916,13.85,261765,0.013559
sh601107,4.41,234612,0.0707175
sh603131,25.93,308567,0.0006575
sz002229,8.77,1029598,0.01288243
sz300468,20.11,25753469,0.71658774
sh600320,4.2,228900,0.0170781
sz300414,29.4,7008960,0.00051561
sz300638,61.5,3179550,0.00329108
sz002272,5.4,392580,0.0031303999999999998
sz002511,9.59,139055,0.009570819999999999
sz300370,4.98,3373950,0.48925320999999994
sz002128,9.14,1109596,0.003416
sz300726,20.64,241488,0.0006806399999999999
sh603220,32.43,2179296,0.00765675
sh603185,53.3,671580,0.0136795
sh603326,12.57,631014,0.00471408
sh600183,13.31,2797496,0.0194425
sh603317,0.0,0.0,0.0
sz000820,6.67,1169251,0.01407375
sh600778,5.58,55242,0.0011268399999999998
sz000811,9.1,1217580,0.00013762
sh603888,24.99,6579867,0.003944120000000001
sh600115,7.02,33936084,0.113865
sh603726,20.1,582900,4.1200000000000005e-05
sz300450,37.8,2823660,0.00985575
sz002488,10.65,3627390,0.02132025
sz300729,25.4,22860,0.0070675
sh600761,11.66,1602084,0.044808
sz002151,26.01,1115829,0.01154764
sz002836,16.04,781148,0.00393304
sh600193,3.83,295293,0.01274499
sh603667,9.7,105730,0.0023276
sz300028,0.0,0.0,0.0
sz000968,12.86,135030,0.0028633200000000004
sh600961,10.07,384674,0.005245
sz300125,16.55,2898931,0.0032622799999999998
sz002075,10.04,1524072,0.0042
sh600732,5.92,41440,0.00124028
sz300455,8.36,628672,0.005609500000000001
sz002465,9.94,2954168,0.00251125
sz002852,16.3,280360,0.00035385
sz300277,7.42,51198,0.00529416
sz002795,16.6,388440,0.037951759999999994
sh600433,4.62,348348,0.01282975
sz002689,5.15,358698,0.00215832
sz300120,8.18,185490,0.00039809000000000003
sz002385,5.33,2488044,0.05246415
sh600606,7.65,7347557,0.00818257
sz300581,16.6,180276,0.0024533999999999997
sz000155,4.77,179352,0.00749316
sh600567,3.98,2119358,0.064872
sh601595,14.99,7495,0.00010758999999999999
sz000705,7.62,128016,0.01179448
sz300666,45.03,1476984,0.00129724
sz300364,5.88,381024,0.003065
sh600018,7.25,1834975,0.0008164099999999999
sz300586,15.68,617792,0.0027428699999999997
sz000601,4.67,36426,0.00021156000000000001
sh600343,11.99,33146355,0.33146355
sz000823,10.21,1381413,0.08454038999999999
sz002445,2.24,315616,0.16506548
sz002752,7.54,112346,0.00234
sh600446,25.65,82490400,6.4400967
sh600601,3.92,705992,0.02079168
sz002899,16.35,3003495,0.006653879999999999
sh600983,7.11,177039,0.0097989
sz000488,6.65,10151890,0.12207572
sz300110,5.75,61356985,3.18023875
sh600071,12.05,90375,0.00117831
sh600987,10.93,3336929,0.5474325299999999
sz300534,7.2,77760,0.00983294
sz300081,12.02,614222,0.00379725
sz300217,3.13,425054,0.037422840000000006
sz002388,6.1,294020,0.00709258
sz002480,5.66,133576,0.0015428
sh603258,18.84,113040,0.0005835
sz300005,5.0,10280500,0.102805
sh603383,99.5,15765676,0.51379344
sz300071,3.93,282960,0.02710548
sh603101,13.91,3056027,0.00325518
sz002620,7.28,237328,0.0023325
sz002778,20.61,680130,4.228e-05
sz002841,80.18,543620,0.0008195
sz002088,11.63,286098,0.00048048000000000003
sz002314,3.81,2070735,0.02050376
sz002610,0.0,0.0,0.0
sz300741,42.08,563872,0.00351459
sh600552,5.63,662088,0.00793375
sz300454,104.5,292600,0.0007469699999999999
sz002939,15.26,11068078,0.03918915
sz002173,8.96,137984,0.0043845
sh601500,8.08,175336,0.008567100000000001
sz002339,8.9,1016380,0.009304960000000001
sz002478,6.32,4166776,0.00018620000000000003
sz300014,25.2,10060092,1.79763732
sz300340,21.2,400680,0.0019402
sh603368,30.9,457320,0.016713540000000002
sz002530,11.8,2894304,0.0052610999999999995
sz000619,6.45,711435,0.004149600000000001
sz300255,7.75,3741545,0.0273639
sh603127,72.02,489736,7.302e-05
sz300146,22.75,3200925,0.0012046200000000002
sz000836,4.8,2399520,0.0019233899999999999
sh603106,14.3,10523370,0.011302550000000001
sh600851,8.4,37808,0.0018921600000000002
sz000038,13.33,1396984,0.00207323
sh600499,5.42,80216,0.0003372
sz000720,5.58,299646,0.0124932
sh600800,7.98,4869396,0.00540432
sh600015,8.27,5283703,0.21076398000000002
sh600101,9.05,664270,0.011062559999999999
sz002808,15.56,756216,0.00080835
sz300753,40.4,1252400,0.00217724
sz000338,12.03,7659621,0.00529386
