,kaipan_price,kaipan_money,sell_amount
sz002859,35.36,1000688,0.0020244
sz002909,12.14,564510,0.01824048
sz000503,0.0,0.0,0.0
sz300727,21.15,1850625,0.03061674
sh603444,209.25,1966950,0.0004216
sh600503,4.5,855900,0.03534144
sh603919,15.75,1031625,0.0032674899999999996
sh600306,7.56,156492,0.002728
sh600095,5.05,70195,0.00374136
sh600560,10.38,505506,0.0022386
sz002526,3.0,637200,0.07455078
sz300229,11.98,1578964,0.00098
sh603233,49.8,712140,0.0020007
sh603997,10.37,360876,0.43424491
sz300137,10.85,1043770,0.0003366
sz300128,4.98,631464,0.08294552000000001
sz300459,8.28,10764,0.0018295600000000003
sh600265,27.1,40650,0.006614019999999999
sh601882,9.39,75120,0.0022513000000000003
sh600308,5.98,19720844,0.034925
sz300615,20.26,228938,0.003828
sz300016,10.2,858840,0.00675844
sz000856,19.01,6326528,0.0035978799999999995
sz300426,7.63,159848,0.00921577
sh603929,18.83,834169,0.00406776
sz002115,12.44,2910960,0.01806955
sh600362,15.86,5057056,0.035527199999999995
sz000898,5.73,1395828,0.01282008
sz002948,7.61,3824025,0.061655919999999996
sh600756,27.62,6283826,0.02829636
sz002838,20.53,279208,0.007767200000000001
sz300428,12.54,466488,0.00080476
sz300742,43.2,151200,0.0012936900000000001
sz000889,12.68,50720,0.00523488
sz002641,4.12,1457244,0.01457244
sz300126,6.45,128355,0.00090045
sh600213,7.72,356664,0.00046905
sh600861,8.18,213498,0.00239071
sz002858,17.01,115668,0.00014008
sz002722,19.02,399420,0.00502711
sh603679,36.0,417600,0.0013405
sz300377,15.4,9448670,0.01248975
sz002541,9.0,4941900,0.0091065
sz002482,6.32,335320,0.00169248
sz002466,35.31,4696053,0.0089298
sz000502,9.3,59520,0.00069696
sz002729,27.7,19390,0.0025212
sz002553,6.69,84294,0.0003455
sz000822,6.02,2367666,0.03553987
sz000728,10.46,6406750,0.06145196
sz002670,14.66,14793406,0.01386594
sz300056,6.7,74370,0.015918
sz002921,24.3,347490,0.00338884
sh600210,4.65,812820,0.00357448
sh603189,13.54,629610,0.00124149
sz002003,7.67,396539,0.0190236
sh600283,13.88,460816,0.0174704
sz000892,5.31,362673,0.00451113
sh600843,8.9,39160,0.00013890000000000002
sz300608,27.96,573180,0.0692486
sz002716,7.86,1440738,0.00330484
sz002365,11.58,605634,0.0034186399999999997
sz000566,7.55,2684780,0.00477709
sh600360,7.41,9225450,0.03127915
sz000408,12.17,602415,0.00808278
sh600808,3.93,4798923,0.07774679999999999
sz002916,126.51,2365737,0.0014532100000000001
sh600252,3.31,695762,0.0078506
sz002160,4.08,190128,0.0400846
sh600774,13.71,47985,0.0007695
sz000821,9.68,312664,0.0001986
sz002534,6.86,150234,0.0007903200000000001
sh600151,6.68,5341996,0.0148174
sz002686,8.13,1379661,0.0019627200000000003
sh603669,12.75,68850,0.00042368
sh600482,27.08,4774204,0.07090954
sz002288,5.5,1720400,0.0033061600000000003
sh600546,4.35,22955820,1.0018121400000002
sh600673,9.23,485498,0.006327919999999999
sz300320,5.83,416845,0.01300992
sh601328,6.25,18715500,0.036652199999999996
sh600717,8.84,1167764,0.00475551
sz002444,12.21,508949,0.000252
sh600889,5.8,35380,0.00299694
sz000581,23.15,2291850,0.00576202
sz300064,5.28,412896,0.00139192
sz002463,11.85,18541387,2.1141364
sz002218,3.7,298590,0.029657040000000003
sz002551,6.17,83912,0.038796800000000006
sz002895,13.79,159964,0.00909788
sz300195,10.59,564447,0.00010869999999999999
sz300124,0.0,0.0,0.0
sz000008,4.71,2316849,0.01384625
sh600835,17.59,460858,0.006205080000000001
sh600819,5.79,565104,0.00239382
sh603333,8.69,408430,9.745999999999999e-05
sz002321,7.42,1433544,0.00538461
sh600201,17.9,2445140,0.0014742
sh603369,28.61,2477626,0.00081592
sh600833,11.38,405128,0.0025145
sz002786,9.3,867690,0.00389322
sz000973,4.93,681326,0.06064168
sz000537,9.36,3318083,0.01354752
sz000901,15.24,4351020,0.0406215
sh600866,5.54,2410454,0.01698
sh603208,39.96,539460,0.0013237000000000001
sz002025,27.9,323640,0.01728
sz002887,24.25,776000,0.0011592
sz002360,5.97,207649,0.00125868
sh600284,7.91,5415819,0.0014379199999999999
sz002509,2.9,1217710,0.008270800000000002
sz002655,9.54,4260564,0.021736400000000003
sh603797,14.85,727650,0.0011385
sh600195,13.31,597619,0.03019325
sz300219,8.48,812384,0.0005349700000000001
sz300344,8.28,1410912,0.009735599999999999
sh600311,3.72,224688,0.00337172
sz300529,62.14,347984,0.00274684
sh603086,33.57,456552,0.009139
sh603678,20.53,149869,0.00902805
sz000807,5.03,5331448,2.1617955300000005
sz002932,47.52,679536,0.0177995
sz002335,19.05,348615,0.02188572
sh600978,4.71,697551,0.06443232
sz002059,7.07,132209,0.005940480000000001
sh600547,30.84,4514976,0.01920548
sh600282,4.15,2743602,0.08116577999999999
sh600352,18.3,224418390,27.481413520000004
sh603156,59.08,3172596,0.00024388
sh600758,4.04,445612,0.0015670600000000001
sz002440,14.55,19239465,1.9246683
sz000627,6.89,1001117,0.02483627
sh600815,3.44,747512,0.008450639999999999
sz002626,13.6,5996240,0.0024564
sz300684,39.0,748800,0.0034663000000000003
sh600590,7.4,1591000,0.013857810000000002
sh603557,10.57,1381499,0.012704159999999999
sz300091,5.5,3159750,0.018294920000000003
sh603177,11.59,110105,0.00026686
sz002593,3.98,33034,0.0025622400000000004
sz300143,9.42,430494,0.0072128700000000006
sz300269,6.19,376971,0.01039702
sz002535,4.42,1040468,0.0284786
sh603269,16.8,164640,0.005533199999999999
sh603871,50.79,30474,0.00036519
sh600795,2.68,1139750,0.1399585
sh600621,16.23,34500111,2.09016684
sz300549,14.03,7015,0.00298
sz002434,7.76,243664,0.02338095
sz002184,12.0,1170000,0.02921456
sh600088,19.41,4782624,0.0126575
sh600793,17.39,273023,0.0005020399999999999
sh600667,7.64,1337649,0.10613985
sz300079,7.59,31683696,3.7661397
sz002839,6.95,2848110,0.06575028
sh600780,4.0,377600,0.00750664
sh600855,0.0,0.0,0.0
sz300438,24.95,1252490,0.01078656
sh600243,5.11,146657,0.0032586399999999997
sh600829,7.49,940002,0.00060996
sh603330,23.63,158321,0.00031303999999999994
sz002069,4.52,4319362,0.01142415
sz002774,10.3,376980,0.00838794
sh603358,14.0,406000,0.004370519999999999
sz002496,2.8,565040,0.5375003400000001
sz001979,23.2,4554160,0.03016312
sh600963,4.9,758520,0.00859824
sh603300,7.41,271206,0.00294408
sh603013,17.67,466488,0.0016138500000000002
sh600876,13.11,132411,0.00945272
sz000592,3.91,733125,0.0279855
sh601212,4.64,1648128,0.016125
sz002487,4.73,62909,0.004503689999999999
sh600091,4.25,19550,0.00048618
sz300743,38.54,223532,0.0006732
sz300035,5.86,340466,0.00474674
sz000587,3.15,1205820,0.02379252
sh600143,5.52,465336,0.06339865
sh600152,7.18,186680,0.00447888
sz002228,6.07,2187628,0.00070374
sz300447,11.09,110900,0.00753744
sh600128,9.17,1070139,0.0007615999999999999
sz300469,26.3,2222350,0.01488832
sz300163,4.09,65849,0.0036783999999999996
sz002071,5.7,17017920,0.01556828
sz300294,30.03,1072071,0.00669178
sz002238,9.75,177450,0.0036438499999999997
sh600462,2.33,347170,0.0038880000000000004
sz002782,15.54,1463868,0.0001582
sz002760,20.0,11510000,0.30200583999999997
sz000065,11.3,899480,0.07931333
sz300657,44.26,690456,0.021520130000000002
sz002042,7.8,216060,0.000793
sz002803,22.84,500196,1.19450781
sh600572,10.18,17448520,0.00932561
sh600105,5.51,566979,0.00400293
sz002382,15.34,868244,0.0054862800000000005
sh600771,29.9,3444480,0.00283556
sz002260,3.15,562590,0.008153259999999999
sz002792,31.94,2615886,0.0007908
sz000637,4.93,650267,0.75648111
sz000159,9.86,15872628,0.04176606
sz002364,11.47,799459,0.009184340000000001
sh603912,17.1,1857060,0.00026085
sz000661,314.0,3108600,0.01007159
sh600733,8.53,755758,1.2297843899999998
sz000042,12.7,335280,0.0015134
sz002425,8.32,1820416,0.046081620000000004
sh600821,4.76,171836,0.03189224
sz002304,129.0,19156500,0.014212509999999998
sh601766,9.11,9018900,0.05733788
sz002805,20.62,317548,0.00028015000000000006
sz000668,12.9,24510,0.005383300000000001
sz002946,18.16,1897720,0.012215359999999998
sh603096,59.0,182900,0.009865599999999999
sz002031,2.66,1739906,0.014881120000000001
sh600597,9.97,521431,0.00529929
sz300097,13.57,572654,0.00614754
sz000913,11.88,215028,0.00571711
sh600586,3.63,80949,0.0065875199999999995
sz002186,13.05,413685,0.00106887
sh603917,13.08,100716,0.0035016799999999996
sh600595,2.55,571200,0.004371229999999999
sh600138,16.78,5478670,0.00315224
sh603681,21.08,290904,0.020468679999999996
sz000791,6.48,758160,0.00426852
sz002377,6.8,303960,0.0002534
sz000882,2.93,670513,0.01310218
sh601518,3.11,165763,0.008086649999999999
sz000555,13.19,2539075,0.01162015
sh600493,7.6,649800,0.00194832
sz002694,4.92,344695,0.19983963999999999
sh600578,3.36,431088,0.0006707999999999999
sz300085,18.6,20593920,1.5667862399999999
sh600613,8.45,862745,0.005241900000000001
sz002508,32.0,6294400,0.11322764
sz000166,5.53,9037126,0.013435629999999999
sh600890,7.02,586170,0.36424829999999997
sh600755,9.32,4494104,0.01567944
sz002274,11.48,29570184,1.8179941000000002
sh601869,46.42,923758,0.0030304
sz300292,4.37,794466,0.007540719999999999
sz300435,12.2,1036756,0.0003804
sh601607,20.75,5962305,0.0040332599999999994
sz002092,9.17,822549,0.1435365
sh600288,10.23,1301256,0.00568633
sz300495,14.41,1406416,0.01904022
sz000504,16.36,168508,0.0031584
sz002475,24.69,10829034,0.03142579
sz002875,20.3,170520,0.00508496
sz300166,15.3,1014390,0.09050228
sz002920,29.45,815765,0.0016016599999999998
sz002677,14.19,972015,1.5380000000000002e-05
sz002547,8.03,2584857,0.011250990000000002
sz000591,4.15,379476,0.04467596
sh603578,21.88,72204,0.00148302
sz000422,4.45,881100,0.16982658
sh603580,19.48,524012,0.00329381
sh600262,22.05,491715,0.00252858
sz002245,4.98,624990,0.0173451
sh603601,8.98,104527,0.00235457
sh600131,18.87,6093123,0.02202
sh603306,16.06,33759,0.0020220000000000004
sz000625,8.35,1705070,0.29846064
sh603722,27.97,1233477,0.0020726399999999997
sz000679,5.04,507024,0.0012563099999999998
sh600133,7.35,1170120,0.0073084
sh600720,8.78,1135517,0.0027391
sz002861,25.74,69498,0.134079
sh603203,25.22,7566,0.00281111
sz002253,17.32,801916,0.005451599999999999
sh603015,7.77,717171,0.004264
sh601939,6.97,14382595,0.16133975
sz001896,3.86,35512,0.04942
sh600439,3.71,349334,0.01557288
sh601606,16.8,3370080,0.0016876799999999998
sz002548,10.88,592960,0.01285632
sz000019,8.47,474320,0.005385120000000001
sz002719,12.7,76454,0.02457735
sh600900,16.95,2015355,0.00233104
sz002308,6.03,1941660,0.00155363
sh603508,45.0,922500,0.00339364
sz000880,9.25,413475,0.0031066
sh603222,25.17,265544,0.004558
sh600420,10.04,5234856,0.0021986799999999997
sz300418,14.9,2240960,0.03335655
sz002622,5.09,18783118,1.1181315600000001
sz000777,14.8,671032,1.8717526999999998
sz000755,4.9,236670,0.000606
sh600287,6.54,676890,0.00598528
sh603198,18.33,3290235,0.00168299
sh601000,3.26,5402925,0.00320544
sh600048,14.45,59061485,0.16305461999999998
sz300559,48.75,921375,0.0010773
sz002291,5.73,154137,0.0019148400000000001
sz000153,6.93,238392,0.00217356
sh603588,10.47,392625,0.00090048
sz002741,15.2,373920,0.00509292
sz000567,13.41,269541,0.00039312
sh600704,5.68,315212,0.07841266000000001
sz002723,11.08,885292,0.0008598099999999999
sh603707,37.59,943509,0.0009427200000000001
sz300429,30.6,927180,0.0003125
sh600887,29.48,21809304,0.01230992
sz002564,5.88,282828,0.02893968
sz002749,24.0,146760,2.465e-05
sz300407,9.5,2660950,0.0043602
sz002268,30.7,2603360,1.8537011
sh600713,5.06,795432,0.00869023
sz300456,29.63,2900777,0.006078
sh600535,22.55,1535655,0.11693655
sz002490,5.12,111616,0.00504866
sz002435,7.13,335823,0.0060885
sh600557,13.47,226296,0.0043245
sh600168,7.05,982065,0.0007869800000000001
sz002652,5.0,51000,0.0031528700000000003
sh603938,23.94,919296,0.002313
sh601777,4.85,324465,0.0069
sz002546,5.71,451661,0.0019899
sz000565,5.98,508300,0.0147974
sh603396,43.31,684298,0.0035897599999999996
sh603611,17.43,644910,0.00416904
sz000967,6.97,55760,0.00562705
sh600976,17.48,185288,0.0021503299999999998
sh600058,8.28,242604,0.0036458600000000003
sh601788,13.14,8443974,0.00541751
sz000638,7.39,7702597,0.01220598
sz002678,7.44,98952,0.00152832
sz002287,30.29,30282,0.013175
sz300348,25.12,3230432,0.007296799999999999
sz300336,5.56,979672,0.03348225
sz300563,28.88,297464,0.00123779
sh600538,5.63,213940,0.0015892
sz300401,14.38,399045,0.05643
sh600145,0.0,0.0,0.0
sh603139,18.5,111000,0.00033695999999999997
sh601388,2.63,188045,0.030202679999999996
sh601801,8.3,4796570,0.0024381999999999997
sz000722,9.31,5042128,0.0035852999999999996
sh600677,17.02,2973394,0.0241012
sh600518,10.48,9985344,0.11772776000000001
sh600206,9.45,1669815,0.09062651999999999
sz300400,22.04,504716,0.0037367
sh600363,10.49,997599,0.013837509999999999
sz300058,5.55,1040070,0.0095659
sz002833,46.96,122096,0.00119664
sh601628,28.49,2270653,0.018648
sz300190,6.55,1485540,0.04180425
sh601117,6.51,1607970,0.03222616
sz300750,85.16,2633232,0.0013043999999999998
sh603111,5.23,288696,0.0039676
sh600436,115.19,6162665,0.0047076
sh600073,9.0,3495600,0.011021599999999998
sz300632,18.7,353430,0.00264684
sh601998,6.33,4830157,0.0038901499999999998
sh603599,15.94,49414,0.02920498
sh600702,32.48,9451680,0.0029955199999999998
sh603515,38.49,1381791,0.0016412
sz000530,4.85,2260148,0.01878
sh603777,11.72,70320,0.00116352
sh603488,9.23,315666,0.0054432
sz000751,3.76,1170074,0.016803560000000002
sz002645,8.9,98701,0.006891560000000001
sh600271,28.55,12490682,0.01147328
sz002780,21.0,3813600,0.0031875
sz002326,9.27,784242,0.006635070000000001
sz002477,2.33,8768955,0.020734230000000003
sz002022,11.65,181740,0.023162540000000002
sz000584,9.1,1218490,0.6275269499999999
sz002491,10.34,13692228,0.0021452199999999998
sz300531,23.29,2580532,0.00481395
sh600055,13.42,841434,0.0116352
sh600583,6.42,582294,0.0432034
sh600647,16.25,219375,0.00647184
sz002154,4.05,897480,0.06571110000000001
sh600466,7.48,2447755,0.0303375
sz300658,15.32,966692,0.0220702
sh600061,14.5,7566100,0.0100264
sh600579,10.97,59238,0.0020448
sh603960,36.1,209380,0.00075582
sh600763,70.1,1829610,0.0049611
sz002726,9.01,372113,0.011463600000000001
sz300082,7.2,602640,0.01501175
sz300724,33.86,595936,0.03080988
sh600871,0.0,0.0,0.0
sz002106,9.21,3442698,0.027697949999999995
sz002886,22.91,5844341,0.0038656800000000002
sz300133,8.03,269808,0.012405
sz002832,44.7,143040,0.0006986999999999999
sh600965,10.96,506352,1.1289999999999999e-05
sh601577,10.99,3009062,0.03297144
sz300107,12.25,3316075,0.019902
sz300650,16.2,30780,0.0014940000000000003
sh603555,8.08,3674784,0.006943419999999999
sh600966,3.62,604540,0.00074772
sh600856,4.51,403194,0.0031852500000000006
sh601010,3.92,308112,0.039578630000000004
sh603429,36.86,980476,0.0007812
sz002596,10.19,3174185,0.08105742000000002
sh600426,15.5,8838100,0.051724
sz300159,6.87,6679014,0.0003495
sz002847,27.93,469224,0.0029304
sh600633,10.35,478170,0.014703059999999999
sz002521,6.26,1521806,0.0272289
sz000669,6.21,2526849,0.00308907
sz300436,27.25,84475,0.00044624
sh600533,3.86,1604988,0.0013651400000000001
sz300113,17.25,4072725,0.0017689000000000001
sz300762,73.58,5367661,0.12427661999999999
sh600481,4.59,718335,0.022763519999999995
sz000971,4.19,649869,0.8561049900000001
sh600703,14.82,5185518,0.0059174499999999994
sz002262,12.72,3037536,0.0051084
sz002179,40.73,1608835,8.394e-05
sh601188,3.53,126021,0.00653049
sz300687,28.59,577518,0.008496
sz300539,11.61,510840,0.04110016
sz300135,3.25,226525,0.01042004
sh600634,2.99,200629,0.005484149999999999
sh603320,19.4,62080,0.0027268
sz300573,19.21,49946,0.0002928
sh601878,11.66,6158812,0.00724203
sz002578,3.76,1079120,0.005782
sz002609,8.25,135300,0.00073874
sh600687,4.46,950426,0.018600540000000002
sz300633,29.68,584696,0.0073162
sz300333,10.31,336106,0.00155295
sz000078,4.43,375673,0.11520074000000001
sh600551,10.37,165920,0.00242046
sz002570,6.83,1902155,0.0048645
sh600847,15.64,222088,0.00027727
sz000718,4.09,1492032,0.00117576
sh603882,31.2,234000,0.0003188
sz002271,21.5,3173615,0.009695400000000002
sz300211,7.18,194578,0.0063225
sz002731,24.04,86544,0.0004974000000000001
sz002451,12.29,3017195,0.6445164
sz002471,3.89,727819,0.0438596
sz300667,32.82,751578,0.0029231400000000003
sz002098,10.11,7398498,0.016776799999999998
sz002356,15.76,6824080,0.013867550000000001
sz000859,6.68,3987292,0.0070168800000000005
sz000716,5.34,1082418,0.005148
sz000910,15.0,684000,0.0011081399999999999
sz300230,5.91,181437,0.00789184
sz300659,32.2,1065820,0.0027782999999999996
sz002540,5.71,301488,0.00135256
sh600292,6.4,190720,0.0100681
sz002381,10.6,1340900,0.004061970000000001
sz000615,8.0,20232800,0.74690775
sh600029,8.57,23551217,0.005611
sz000952,11.39,255136,0.0005961899999999999
sz002766,6.12,1930860,0.00987734
sh600191,5.88,1562904,0.00352835
sh600116,9.6,564432,0.0008364
sz000920,7.4,300440,0.02024113
sh600740,9.41,1684390,0.013232339999999999
sz002391,13.78,610454,0.0031504000000000002
sz002591,7.96,132136,0.0079928
sz002076,3.9,2073630,0.056955149999999996
sz300591,7.0,74900,0.00260975
sz300366,9.24,276276,0.00155595
sh600490,5.97,1485336,0.010337639999999999
sz002727,25.6,343040,0.00031692
sz000987,10.96,579784,0.00455938
sz000677,4.33,6855256,0.015587880000000002
sz300745,35.65,213900,0.00025843999999999997
sz002091,6.75,1176525,0.02912754
sz300535,15.57,574533,0.0008715600000000001
sh600584,14.31,4432580,0.00547227
sh600600,43.01,2546192,0.0184605
sh600135,8.56,717328,0.0010936099999999999
sz002890,22.08,59616,0.009685639999999999
sz300236,41.81,7283302,0.0014776400000000001
sh600507,14.55,7902105,0.0238023
sh603181,23.21,127655,0.003146
sz002579,11.42,795974,0.00042588
sz300055,8.68,387128,0.028237249999999995
sz002280,4.84,920568,0.0443895
sz002654,4.89,162348,0.0008903100000000001
sz002366,13.07,1224659,2.41026744
sz002501,3.19,2422167,0.00207206
sh600354,4.6,226780,0.0166704
sz300090,2.25,4350825,0.0323128
sz002320,15.72,872460,0.007759799999999999
sh601880,2.47,2171377,0.11802370999999999
sz300713,23.3,335520,0.00256308
sz300315,4.03,386477,0.07601076
sz300730,20.47,1086957,0.006119
sz002481,3.95,136670,0.00706656
sz300049,11.09,157478,0.0013408200000000002
sz000887,12.4,580320,0.03025396
sh603157,8.4,187320,0.01788136
sh600104,26.24,9047552,0.027688559999999997
sz002110,18.06,88331460,2.77222736
sz300689,35.35,261590,0.00102648
sz002323,0.0,0.0,0.0
sz000739,11.09,415875,0.00311416
sh603906,9.98,48902,0.0009766
sz002419,14.6,1073100,0.00497871
sz002569,11.13,497511,0.00055272
sz002399,28.2,11443560,0.1368264
sz300199,10.91,1101910,0.01510825
sz300391,14.5,2286650,0.00035029
sz000670,5.62,1081850,0.1069767
sz000563,5.25,9728775,0.013489899999999999
sz002950,33.5,5041750,0.016602139999999998
sz002055,14.65,1235903,0.00409418
sz002601,16.3,911170,0.008517599999999998
sh603716,23.5,4549600,0.02480009
sz002342,4.8,2431680,0.004316400000000001
sz002093,9.75,756600,0.00845194
sh601567,7.15,505148,0.0008441
sz002497,7.97,697375,0.00809325
sz000533,3.52,745536,0.017590400000000003
sz300310,6.66,1282050,0.01335282
sh603650,25.68,1566480,0.0049356
sh600380,8.84,917928,0.0028731
sh603218,26.58,58476,0.00064952
sh603348,24.44,596336,0.00515304
sz300346,14.15,1342835,0.0084972
sh601700,8.18,1468310,0.0191406
sz002081,11.99,3480697,0.00116529
sz002829,23.02,200274,0.0020328
sh601100,33.22,1348732,0.0032148000000000003
sh600232,7.57,4292190,0.00276624
sh601233,15.2,11537636,0.0052942399999999995
sz002134,8.06,3032978,0.0097856
sz002513,6.65,2048200,0.38392497
sz000802,12.73,1034949,0.02281884
sz002813,30.99,1193115,0.00638764
sz002227,14.42,1381436,0.239168
sh600234,8.0,9594,0.0008496799999999999
sz002685,6.69,586044,0.0009143800000000001
sz002642,7.05,1327162,0.00535775
sh600592,9.34,751870,0.00591221
sh600350,5.08,489712,0.027375149999999997
sh603886,23.8,254660,0.01283245
sh601200,15.76,598880,0.01399456
sz002456,14.23,11527723,0.028915200000000002
sz300378,14.49,591192,0.0034637599999999998
sz300441,7.86,17292,0.00031239
sz002327,9.25,190550,0.00308778
sz002116,11.07,392985,0.006634540000000001
sz002018,1.34,395823,0.012956819999999999
sh600585,38.9,30559840,0.015638669999999997
sh601599,3.69,195201,0.02960882
sh603909,27.35,319995,0.00121704
sz002401,11.7,339300,0.00795354
sz300647,16.81,336200,0.00577395
sh600166,2.36,1517952,0.01187978
sz300458,24.22,726648,0.0032379
sz300304,4.69,153832,0.00181016
sz000962,8.09,436860,0.00252225
sz002802,23.63,1616292,0.0030632800000000003
sh601216,4.01,4353657,0.2304118
sz002073,6.26,1141824,0.02385482
sz300408,20.9,1703350,0.00237326
sz002730,8.52,31524,0.00032412
sz002884,30.36,625416,0.00333519
sz300179,4.93,211004,0.00779184
sz300103,11.3,2419330,0.00434808
sz300695,65.43,497268,6.676e-05
sh600725,2.85,143925,0.00755647
sz300731,28.74,74724,0.0011984
sz002850,24.33,182475,0.0002016
sh600622,9.1,2258620,0.0225862
sz002649,9.6,2578560,0.0027591800000000004
sz002150,8.16,124032,0.010370850000000001
sh603366,4.88,1280024,0.006748040000000001
sz000617,13.77,1142910,0.0020592
sz002767,16.58,71294,0.0009267500000000002
sz002770,3.66,277428,0.01945697
sh600690,17.2,5098149,0.07354408999999999
sh603063,11.06,1631350,0.006396
sz300354,11.09,288340,0.00147
sz002398,5.95,1579725,0.01331351
sh600177,9.13,2054268,0.019672050000000003
sz300025,5.95,232050,0.0244552
sz002616,8.8,57200,0.00409929
sz002733,24.33,5904891,0.00662286
sz002393,27.85,774230,0.02206659
sz000810,11.45,1442700,0.027181399999999998
sz300138,7.46,352112,0.00170925
sz300593,20.8,2893280,0.0027797
sz002275,14.9,55130,0.05872307
sh600655,9.59,448812,0.007460040000000001
sh603378,15.16,936888,0.011024
sz300289,7.68,119040,0.0011425699999999999
sh600750,17.88,4473934,0.00582388
sz002558,22.2,1815960,0.00038998
sz002538,6.03,521004,0.0013878800000000002
sz300032,3.58,93438,0.000925
sz002337,5.65,4020540,0.00068788
sz300238,17.68,2445904,0.0041768000000000005
sh600365,4.71,502086,0.00048888
sz300052,11.58,635742,0.0021821799999999997
sz000425,4.46,3571122,0.07358079000000001
sh600596,14.09,14330939,0.051200100000000005
sz000045,7.92,666864,0.00017775999999999998
sz000686,10.18,24413676,0.06899390000000001
sz300380,25.2,1433880,0.00202996
sz002152,7.5,4701000,0.0002983
sh603359,20.26,243120,6.321e-05
sz300625,16.54,66160,0.0008644499999999999
sh600448,7.8,393900,0.00030771
sh600085,30.0,5235000,0.1213828
sh600209,4.66,193856,0.00096316
sz002941,35.29,4418308,0.00816816
sz300471,11.29,15471816,0.0050544
sz300144,23.65,3083960,0.006290100000000001
sz300374,11.39,174267,0.0007333200000000001
sh600901,7.25,1224721,0.0055726000000000005
sz300328,9.56,204584,0.0026694500000000003
sz000613,7.56,748440,0.0036519400000000002
sz000721,5.76,1406016,1.0682496000000001
sz300649,26.2,225320,0.00195786
sz000516,6.15,2261355,0.05945904
sz000727,2.7,2829870,0.1382535
sz300444,8.98,581006,0.0024817800000000003
sh600215,9.3,504990,0.0003102
sz002669,13.45,496305,0.03846096
sh600739,14.99,2746168,0.02612595
sh600155,13.93,30574957,0.94460723
sz002395,15.31,621586,0.006215860000000001
sz002919,22.6,320920,0.0015378
sh600576,4.96,181536,0.0039886800000000005
sz300324,8.25,1772925,0.011447259999999999
sz002010,8.93,3304636,0.0056966
sz000404,4.83,109158,0.010390050000000001
sh600618,8.98,1273364,0.0034874
sz002170,4.31,354282,0.00686414
sz002495,3.76,556104,0.00066248
sz000605,11.5,1886000,0.00202272
sz002571,5.76,576,0.0024864
sz002157,16.77,27070134,5.61745408
sh600017,3.63,664653,0.0479256
sz002576,14.05,2433460,0.45647481
sz300618,81.85,5631280,4.659096
sz002352,37.5,3967500,0.00710955
sz002136,8.94,133917,0.00864644
sh600577,3.6,478800,0.019043900000000002
sh603848,20.15,368745,0.005451599999999999
sh600097,13.18,266236,0.00317538
sz002759,9.72,381024,0.00020894999999999998
sh601888,71.0,6851500,0.0083904
sh603596,22.7,506210,0.008352
sh600006,4.63,1042213,0.80851087
sh601319,9.59,17100888,0.08822169
sz300439,16.22,100564,0.0018391999999999998
sh601699,7.9,3618200,0.04683044
sz300095,6.48,598104,0.00395368
sz300555,11.63,257023,0.0003588
sh601021,40.6,1693020,0.0038402
sz000789,15.71,7613836,0.01972152
sh603466,18.11,262595,0.048526
sh601798,6.38,63800,0.01313392
sz002743,7.51,2398694,0.00277104
sz002781,17.44,143008,0.008955
sz300719,12.2,425890,0.0010184
sh600537,3.97,482752,0.00824582
sz000632,4.83,54579,0.0065968
sz002940,40.5,4009500,4.204e-05
sh600751,4.12,821528,0.01319912
sz300210,4.73,95546,0.01238856
sz000688,12.23,25683,0.010458
sz002317,10.1,671650,0.01343427
sh603031,13.67,27340,0.00660821
sz002213,9.58,115918,0.00901558
sz000923,18.1,3994670,0.0399467
sz300613,109.59,131508,0.00267744
sh603363,14.17,1541696,0.43153210999999997
sz300177,13.83,1580769,0.00199882
sh600230,19.88,3981964,0.07494795
sz300350,7.18,254172,0.0064554
sh600182,17.35,527440,0.0029609099999999998
sh600753,17.89,221836,9.275e-05
sz002925,54.5,10589350,0.009674
sz300490,13.37,65513,0.01681164
sz300475,12.4,3422400,0.01200465
sz300362,5.4,240840,0.00348125
sh601997,13.1,4896872,0.0593218
sz002561,9.4,83660,0.0036959500000000004
sz300635,17.96,5722056,0.009932799999999999
sz002096,7.25,787350,0.00742
sz002529,8.3,567720,0.00038104
sz300476,13.97,775335,0.0017255
sz002864,34.83,114939,0.00010647
sh600838,7.53,294423,0.00771628
sh600170,3.77,1167610,0.047473560000000005
sz000927,4.99,23725953,0.21754247
sz002001,18.59,1503745,0.0010114
sz002446,10.8,9889711,0.007678
sh600615,13.3,340480,4.038e-05
sz300568,30.06,601200,0.0015875
sz300681,37.06,2675732,0.00561246
sz000725,3.91,32873548,0.3704074
sz000536,3.44,2233592,0.0429005
sz002347,4.83,71001,0.0019079099999999999
sh603043,30.08,929472,0.00129024
sz300716,12.11,12110,0.00160896
sh600338,23.61,387204,0.0022725
sh600398,9.72,1864296,0.00398728
sz000848,9.1,1097460,0.00217375
sh600227,4.06,926898,0.0007030700000000001
sz000733,15.37,734686,0.014289900000000001
sh603118,9.84,2770944,0.7587788000000001
sh600423,3.86,6546174,0.0033783999999999997
sz300250,16.84,1424664,0.0068288
sh600649,8.0,201600,0.016498399999999996
sz300513,28.07,151578,0.00232339
sh600409,7.1,5022540,0.00807075
sz300383,19.02,4193910,0.0180642
sz002842,21.02,454032,0.00203484
sz300288,16.05,378780,0.0034465499999999996
sh603998,6.7,517240,0.12245255000000001
sh601231,15.43,248423,0.0095734
sz002523,3.82,691420,9.264e-05
