,kaipan_price,kaipan_money,sell_amount,zhangting_min
sz000972,3.84,192384.0,0.0,0.0
sz002028,14.03,9345299.0,0.0,0.0
sz300045,12.6,8002260.0,3.4982387999999998,13.116666666666667
sz300610,14.27,22832.0,0.0,0.0
sh603416,0,0,0,0
sz002026,6.73,223436.0,0.0,0.0
sz002799,14.39,837498.0,0.0,0.0
sh600654,2.3,121440.0,0.0,0.0
sz002082,9.23,220597.0,0.0,0.0
sz300708,13.8,364320.0,0.0,0.0
sh600370,3.61,1006649.0,0.0,0.0
sh600512,2.86,513942.0,0.0,0.0
sh600019,7.46,3173693.0,0.0,0.0
sz000899,5.54,50414.0,0.0,0.0
sh603885,13.05,865215.0,0.0,0.0
sz002344,5.59,1130449.0,0.0,0.0
sz002171,6.82,448074.0,0.0,0.0
sz300693,20.15,759655.0,0.0,0.0
sh600331,3.8,1203080.0,0.0,0.0
sh603861,12.82,337166.0,0.0,0.0
sz002785,10.74,118140.0,0.0,0.0
sh600759,3.3,803550.0,0.0,0.0
sz002738,17.71,345345.0,0.0,0.0
sh600123,7.8,620100.0,0.0,0.0
sz000719,9.05,203625.0,0.0,0.0
sz002756,15.98,308094.0,0.0,0.0
sz002351,6.53,132559.0,0.0,0.0
sz300673,50.47,10290833.0,0.0,0.0
sz300225,6.11,326274.0,0.0,0.0
sh600587,14.96,119680.0,0.0,0.0
sz300396,16.18,37214.0,0.0,0.0
sz000903,3.17,294493.0,0.0,0.0
sz000426,6.97,1129140.0,0.0,0.0
sh603108,10.82,852616.0,0.0,0.0
sh600249,5.21,1926137.0,0.0,0.0
sh600776,32.0,90601600.0,0.0,0.0
sz002793,12.19,68264.0,0.0,0.0
sz300489,14.89,626080.0,0.0,0.0
sh603808,17.71,412643.0,0.0,0.0
sh600834,7.85,255910.0,0.0,0.0
sh603025,12.19,334006.0,0.0,0.0
sh603067,9.45,133245.0,0.0,0.0
sz300173,6.22,1977338.0,0.0,0.0
sz000035,5.7,1669530.0,0.0,0.0
sz300551,15.42,220506.0,0.0,0.0
sh600757,7.44,2444040.0,0.0,0.0
sz002684,7.52,3390016.0,0.0,0.0
sz000850,4.14,361422.0,0.0,0.0
sz002390,5.32,163856.0,0.0,0.0
sh601068,7.95,1974780.0,0.0,0.0
sh600103,3.27,134070.0,0.0,0.0
sz000938,48.04,2574944.0,0.0,0.0
sz002137,8.82,4014864.0,0.0,0.0
sz002357,6.6,147840.0,0.0,0.0
sh603602,31.78,743652.0,0.0,0.0
sz300200,8.9,28480.0,0.0,0.0
sz002520,8.6,781740.0,0.0,0.0
sh603828,10.76,1662420.0,0.0,0.0
sh600695,6.15,3241050.0,1.5884689300000001,121.13333333333333
sh601211,20.5,7447650.0,0.0,0.0
sz002278,7.84,228144.0,0.0,0.0
sz300041,7.7,585970.0,0.0,0.0
sh600225,3.85,707630.0,0.16585380000000002,0.6
sz002455,6.35,834390.0,0.0,0.0
sh600233,14.25,1992150.0,0.0,0.0
sz300629,21.2,269240.0,0.0,0.0
sh600796,6.14,218584.0,0.0,0.0
sz002543,15.09,55833.0,0.0,0.0
sh600561,6.81,108279.0,0.0,0.0
sh600995,8.36,593560.0,0.0,0.0
sz300595,50.91,325824.0,0.0,0.0
sz002878,30.48,475488.0,0.0,0.0
sh600789,9.45,911783.0,0.0,0.0
sz300453,15.19,1468873.0,0.0,0.0
sz000612,5.09,379714.0,0.0,0.0
sh600693,6.2,132680.0,0.0,0.0
sz002544,14.59,500437.0,0.0,0.0
sh603083,36.73,4569212.0,0.0,0.0
sh601515,11.21,610945.0,0.0,0.0
sh603506,25.44,368880.0,0.0,0.0
sh600242,14.82,1744314.0,0.0,0.0
sh603559,26.92,2382420.0,0.0,0.0
sz300281,7.0,525700.0,0.0,0.0
sz002310,8.64,5672160.0,0.0,0.0
sz000906,5.89,143127.0,0.0,0.0
sz002156,11.5,9351800.0,0.0,0.0
sh601611,9.2,1172080.0,0.0,0.0
sh601918,3.68,571136.0,0.0,0.0
sh600223,3.82,330812.0,0.0,0.0
sz002011,5.86,771762.0,1.0939370400000001,191.05
sz300009,15.98,391510.0,0.0,0.0
sz300331,19.63,1476176.0,0.0,0.0
sz300492,26.24,598272.0,0.0,0.0
sz300683,32.26,170978.0,0.0,0.0
sz300417,18.01,28816.0,0.0,0.0
sz000709,3.51,2090205.0,0.0,0.0
sz300532,15.4,843920.0,0.0,0.0
sh600381,7.17,175665.0,0.0,0.0
sz300116,2.43,1260927.0,0.0,0.0
sh600162,2.86,255684.0,0.0,0.0
sz000985,14.57,169012.0,0.0,0.0
sh603600,9.7,39770.0,0.0,0.0
sz002557,23.55,788171.0,0.0,0.0
sh603937,13.59,192978.0,0.0,0.0
sz300405,9.23,66456.0,0.0,0.0
sh600664,4.8,743040.0,0.0,0.0
sh601168,6.67,1157178.0,0.0,0.0
sz002555,17.12,10266864.0,0.0,0.0
sh601678,5.34,84906.0,0.0,0.0
sz002635,15.79,1920064.0,0.0,0.0
sz002122,2.64,1314723.0,0.0,0.0
sz300295,17.13,1301880.0,0.0,0.0
sz300115,13.94,815490.0,0.0,0.0
sh603499,29.95,1048250.0,0.0,0.0
sh600339,4.4,660902.0,0.0,0.0
sz300245,11.99,338118.0,0.0,0.0
sh603169,6.0,262800.0,0.0,0.0
sz002140,8.19,1147419.0,0.0,0.0
sz002067,4.15,541575.0,0.0,0.0
sh600636,14.47,866753.0,0.7687768,5.283333333333333
sz002297,9.35,62753161.0,2.80007255,26.15
sz300047,17.06,631220.0,0.0,0.0
sz002608,9.88,1647984.0,0.0,0.0
sz000529,6.95,1172465.0,0.0,0.0
sz002292,8.42,3945612.0,0.0,0.0
sz002573,10.05,26727975.0,0.0,0.0
sz300218,8.17,25327.0,0.0,0.0
sz300078,11.44,859510.0,0.0,0.0
sz300196,10.42,162552.0,0.0,0.0
sz300599,12.33,453744.0,0.0,0.0
sh600980,0,0,0,0
sh603303,14.2,316660.0,0.0,0.0
sh603898,18.41,173054.0,0.0,0.0
sh603197,30.58,532092.0,0.0,0.0
sz002113,4.99,31467938.0,0.42373685000000005,1.0166666666666666
sh600517,5.36,20357816.0,0.0,0.0
sz002503,3.01,243810.0,0.0,0.0
sz300059,20.2,43801680.0,0.0,0.0
sz000012,5.91,249993.0,0.0,0.0
sh603085,10.14,508014.0,0.0,0.0
sz300096,12.5,4291250.0,0.0,0.0
sz002217,8.05,2938250.0,0.0,0.0
sz300665,11.78,493582.0,0.0,0.0
sz002006,6.48,112104.0,0.0,0.0
sz300598,30.5,942450.0,0.0,0.0
sz000009,6.92,12748024.0,0.0,0.0
sz300504,32.52,2669892.0,0.0,0.0
sh601113,8.79,474660.0,0.43397979999999997,133.53333333333333
sz000969,6.58,323736.0,0.0,0.0
sz000816,2.27,360249.0,0.0,0.0
sz002163,6.0,731400.0,0.0,0.0
sz002373,20.0,8934000.0,0.0,0.0
sh600007,14.35,2870.0,0.0,0.0
sz300431,12.19,3135268.0,0.0,0.0
sz002758,10.23,323268.0,0.31887712,119.48333333333332
sz300486,16.03,182742.0,0.0,0.0
sh601668,6.12,4383144.0,0.0,0.0
sz002681,5.44,737664.0,0.0,0.0
sh603666,65.4,5650560.0,0.0,0.0
sh601101,6.83,256808.0,0.0,0.0
sz002325,4.03,361088.0,0.0,0.0
sz300127,13.61,25859.0,0.0,0.0
sz000948,17.88,9960948.0,1.04454764,5.566666666666667
sz002762,7.09,700492.0,0.0,0.0
sz002409,20.0,2230000.0,0.0,0.0
sz300087,8.46,448380.0,0.0,0.0
sz002027,6.95,11465415.0,0.0,0.0
sz002410,30.5,8524750.0,0.0,0.0
sh603113,13.87,346750.0,0.0,0.0
sz000798,7.03,163096.0,0.0,0.0
sh600408,4.15,1548780.0,0.0,0.0
sz002362,19.38,2063970.0,0.0,0.0
sh600458,8.96,205184.0,0.0,0.0
sz000423,46.45,343730.0,0.0,0.0
sz001965,9.78,437166.0,0.0,0.0
sz300019,7.45,318115.0,0.0,0.0
sz002651,5.83,521785.0,0.0,0.0
sz000413,6.56,4176752.0,0.0,0.0
sz300260,12.05,892905.0,0.0,0.0
sh603660,27.16,1018500.0,0.0,0.0
sz300111,3.22,1347570.0,0.0,0.0
sz002623,19.01,353586.0,0.0,0.0
sh601838,8.98,1611910.0,0.0,0.0
sz300733,15.7,26690.0,0.0,0.0
sh603042,16.16,546208.0,0.0,0.0
sh600293,5.46,242424.0,0.0,0.0
sz002911,17.8,110360.0,0.0,0.0
sz002702,4.94,204911.0,0.0,0.0
sz000965,4.85,21295841.0,1.9851632,208.48333333333335
sz002125,11.57,2052900.0,0.0,0.0
sz300557,30.36,1390488.0,0.0,0.0
sh600610,3.8,330980.0,0.0,0.0
sz300363,10.97,5485.0,0.0,0.0
sz000014,11.24,295612.0,0.0,0.0
sh600653,2.67,532398.0,0.0,0.0
sz002603,12.72,391776.0,0.0,0.0
sh603268,20.3,14210.0,0.0,0.0
sh601008,3.94,236400.0,0.0,0.0
sz002363,6.59,189792.0,0.0,0.0
sz300214,6.41,66023.0,0.0,0.0
sz002107,8.33,221578.0,0.0,0.0
sz002256,3.95,4644015.0,0.0,0.0
sz002515,6.03,2513304.0,0.0,0.0
sz300746,21.79,2664917.0,0.8364444400000001,208.66666666666669
sh600837,14.15,33641625.0,0.0,0.0
sz002386,6.7,660620.0,0.0,0.0
sh600781,14.27,1254333.0,0.0,0.0
sz300216,4.8,1004160.0,0.0,0.0
sz300482,34.5,162150.0,0.0,0.0
sh600480,10.14,875082.0,0.0,0.0
sh600648,16.69,761064.0,0.0,0.0
sz300083,4.3,2644930.0,0.0,0.0
sz002236,18.19,5364813.0,0.0,0.0
sh603355,25.96,262196.0,0.0,0.0
sh603098,14.12,230156.0,0.0,0.0
sh600475,10.49,67136.0,0.0,0.0
sz002906,11.96,1223508.0,0.0,0.0
sz300511,8.9,97010.0,0.0,0.0
sh603165,20.87,164873.0,0.0,0.0
sh603008,11.3,144640.0,0.0,0.0
sz002187,9.22,90356.0,0.0,0.0
sz002856,24.71,444780.0,0.0,0.0
sh600460,16.4,98921520.0,8.15435998,41.85
sz002888,20.19,395724.0,0.0,0.0
sz002862,35.28,47243448.0,0.0,0.0
sz002111,13.64,103664.0,0.0,0.0
sh600012,6.9,288420.0,0.0,0.0
sz002248,11.23,248183.0,0.0,0.0
sz002567,15.2,31498960.0,2.2624875,35.6
sh600171,14.48,5163568.0,0.0,0.0
sh600679,11.95,261705.0,0.0,0.0
sz002149,8.2,916760.0,1.3558712999999998,67.95
sh603721,22.89,508158.0,0.0,0.0
sh600259,31.4,744180.0,0.0,0.0
sz002507,25.88,877332.0,0.0,0.0
sz300487,35.85,1892880.0,0.0,0.0
sh600161,22.83,157344.0,0.0,0.0
sh600317,2.86,242242.0,0.0,0.0
sh600711,6.26,1979412.0,0.0,0.0
sz300620,46.5,1134600.0,0.0,0.0
sz002029,7.49,480858.0,0.0,0.0
sz000513,37.47,1791815.0,0.0,0.0
sz300616,79.44,15888.0,0.0,0.0
sz300651,53.55,166005.0,0.0,0.0
sh603577,12.1,902055.0,0.0,0.0
sz300740,19.46,611044.0,0.0,0.0
sh601298,9.75,8654100.0,0.0,0.0
sz300497,18.67,459282.0,0.0,0.0
sh600378,10.86,82536.0,0.0,0.0
sz000028,50.65,151950.0,0.0,0.0
sz000812,4.78,630482.0,0.0,0.0
sz300404,15.01,1011674.0,0.0,0.0
sz300643,10.6,133560.0,0.0,0.0
sz002602,19.7,1615400.0,0.0,0.0
sh600415,4.71,932109.0,0.0,0.0
sh603889,11.0,24200.0,0.0,0.0
sz300506,20.15,932945.0,0.0,0.0
sz002361,4.73,1153174.0,0.0,0.0
sh600510,6.64,276888.0,0.0,0.0
sz002447,3.86,1889277.0,0.0,0.0
sh600936,5.1,1252560.0,0.0,0.0
sz300569,19.98,163836.0,0.0,0.0
sh600688,5.58,409572.0,0.0,0.0
sh601088,20.04,751801.0,0.0,0.0
sh600126,5.05,93930.0,0.0,0.0
sh600773,7.49,391727.0,0.0,0.0
sz300605,19.29,350866.0,0.0,0.0
sz002423,12.03,1409916.0,0.0,0.0
sh603605,54.73,1045343.0,0.0,0.0
sh603030,7.61,298312.0,0.0,0.0
sz002197,9.72,1527012.0,0.0,0.0
sz002181,6.51,7799371.0,1.2882381,30.033333333333335
sz002225,5.37,174525.0,0.0,0.0
sh603421,29.56,3178262.0,0.0,0.0
sz000676,11.5,1835342.0,0.0,0.0
sz300293,10.33,443157.0,0.0,0.0
sz002484,8.25,147675.0,0.0,0.0
sz002331,11.7,678600.0,1.3301197,186.63333333333333
sz000157,4.37,433071.0,0.0,0.0
sz300526,13.0,183300.0,0.0,0.0
sz000589,4.11,62678.0,0.0,0.0
sz300246,14.58,269730.0,0.0,0.0
sh600728,12.68,80874245.0,0.0,0.0
sz300415,7.59,132066.0,0.0,0.0
sh600169,3.08,126280.0,0.0,0.0
sz002437,5.7,14609670.0,3.12754929,157.68333333333334
sh600939,5.63,77131.0,0.0,0.0
sh600305,11.48,554702.0,0.0,0.0
sz002926,12.41,4162314.0,0.0,0.0
sh603833,100.35,351225.0,0.0,0.0
sz002812,64.0,326400.0,0.0,0.0
sh600809,53.0,1807300.0,0.0,0.0
sh600109,10.3,3854301.0,0.0,0.0
sz002479,5.6,468160.0,0.0,0.0
sh600228,8.04,20904.0,0.0,0.0
sz002207,0,0,0,0
sz000932,7.59,954063.0,0.0,0.0
sh600790,4.15,609635.0,0.0,0.0
sz002427,16.06,28924.0,0.0,0.0
sz002472,7.79,616189.0,0.0,0.0
sz002103,5.42,920858.0,2.09440734,85.5
sh600272,9.04,64202.0,0.0,0.0
sz300075,15.01,8211971.0,0.0,0.0
sz002815,17.65,713060.0,0.0,0.0
sh600397,2.71,147695.0,0.0,0.0
sh600598,9.57,1355313.0,0.0,0.0
sh600682,15.05,1512525.0,0.0,0.0
sh601016,3.38,790193.0,0.0,0.0
sh600643,11.95,1698095.0,0.0,0.0
sh600165,5.55,1198800.0,0.0,0.0
sz002224,7.5,1833000.0,0.0,0.0
sh600794,3.35,348065.0,0.0,0.0
sz000797,5.95,403826.0,0.0,0.0
sz002910,14.2,353580.0,0.0,0.0
sh600276,69.87,3229112.0,0.0,0.0
